query,is_answerable,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_top1_correct,tfidf_correct_answer,w2v_mean_predicted_faq_id,w2v_mean_similarity,w2v_mean_accepted,w2v_mean_top1_correct,w2v_mean_correct_answer,w2v_tfidf_predicted_faq_id,w2v_tfidf_similarity,w2v_tfidf_accepted,w2v_tfidf_top1_correct,w2v_tfidf_correct_answer
Is it permitted to order Flipkart Plus membership?,True,239,239,0.6475416648807034,True,True,True,91,0.8496939524226724,False,False,False,119,0.8080251675054461,False,False,False
Explain how this works: how will I claim guarantee for refurbished items.,True,74,74,0.6171663349208865,True,True,True,74,0.9410888211581816,True,True,True,74,0.9276503526392336,True,True,True
What lies behind the fact that do I see distinct prices for the same item?,True,184,184,0.6723309356762499,True,True,True,184,0.9016279507969228,False,True,False,188,0.8981355213332197,False,False,False
Please clarify the following point: should I call Flipkart's Customer Care for set-up once my item is delivered.,True,10,10,0.8462852268551893,True,True,True,10,0.9625252955195479,True,True,True,10,0.9653426413698076,True,True,True
I need guidance on this matter: on what items will I get the choice of 'SuperCoins Price'.,True,63,63,0.6166886938368462,True,True,True,63,0.9440448472371883,True,True,True,63,0.9124774905680951,True,True,True
Describe for me after-sales services are being provided by BGauss for 2-wheelers.,True,365,365,0.9156971354128609,True,True,True,404,0.9875462173638234,True,False,False,404,0.9904706388423543,True,False,False
Give me the details of the distinct transaction choices on offer for Flipkart Quick.,True,415,268,0.3699617309321586,False,False,False,161,0.889029991908959,False,False,False,196,0.8859579375382265,False,False,False
"I need guidance on this matter: my Flipkart Plus membership is expiring soon, how can I be a part of the degree again.",True,123,123,0.844201905756471,True,True,True,123,0.9730412459766286,True,True,True,123,0.9662671146135153,True,True,True
Would it be possible to transfer ownership of my Flipkart Axis Financial institution Credit Card?,True,430,430,0.6659901749109233,True,True,True,430,0.9424366640367179,True,True,True,430,0.9514068002149834,True,True,True
Explain a 3D Secure passcode.,True,471,471,0.8009270402671163,True,True,True,471,0.8610825654301061,False,True,False,471,0.9564929747413697,True,True,True
Explain how this works: i don't remember the guarantee particulars for my item. Where can I locate it.,True,26,26,0.646511258639408,True,True,True,26,0.9505875787401864,True,True,True,26,0.9322738029367592,True,True,True
Explain how this works: can you combine sections from multiple English proficiency tests in purchase to meet English proficiency criteria? (Ie. Combining the IELTS writing section from one test with an IELTS reading section from another test).,False,,301,0.2596548982102011,False,False,False,256,0.895461581428308,False,False,False,491,0.8990425968106509,False,False,False
I need guidance on this matter: a referee I want doesn't have an institution or organization email location - what should I do.,False,,110,0.4293117349538066,False,False,False,167,0.9086546224927889,False,False,False,199,0.8905648808943926,False,False,False
"Please clarify the following point: the location while ordering Ampere 2-wheeler on Flipkart is distinct from the one on my location proof (Aadhar Card), what should I do now.",True,247,247,0.7479979731757165,True,True,True,247,0.9852853709216132,True,True,True,247,0.9786416022344306,True,True,True
Is it permitted to call off my EMI after I've placed the purchase with the Bajaj Finserv transaction choice?,True,104,104,0.5623880609031124,False,True,False,104,0.9528101713612119,True,True,True,104,0.958269302567046,True,True,True
Please clarify the following point: i didn't get a guarantee card with my item. How can I get the guarantee.,True,42,42,0.7564843850030241,True,True,True,42,0.954084470654133,True,True,True,42,0.926393748395345,True,True,True
What steps should someone follow to include a new shipment location to my Flipkart profile?,True,49,75,0.3737421260164756,False,False,False,495,0.8694753987735894,False,False,False,65,0.879013671537372,False,False,False
Explain the cause: is my card being saved on Flipkart.,True,220,220,0.88716019175488,True,True,True,220,0.9735479493109991,True,True,True,220,0.9728072296919849,True,True,True
Explain how this works: from when is the guarantee for my item applicable.,True,90,90,0.6597148208734489,True,True,True,90,0.9243369063648568,True,True,True,90,0.9109098768445574,True,True,True
Am I expected to have to send back the freebie when I send back a item?,True,230,230,0.5668802944625139,False,True,False,230,0.9166950808188895,False,True,False,230,0.892902863545704,False,True,False
Would it be possible to make use of the Money on Shipment transaction choice for every item I order on Flipkart?,True,9,9,0.3941193911479589,False,True,False,451,0.9149585678693324,False,False,False,451,0.9235474568626671,True,False,False
Confirm whether there a charge for pickup of items from a 'Pickup Store'.,True,245,245,0.9002836584193342,True,True,True,245,0.9787001415302194,True,True,True,245,0.9789406364570037,True,True,True
What lies behind the fact that are faster shipment choices not on offer at my location?,True,231,231,0.6018690416495153,True,True,True,231,0.8911954746588012,False,True,False,231,0.8975224635561726,False,True,False
I need to establish what happens if I'm not able to collect up my shipment within 5 days from the pickup shop for some reason.,True,276,276,0.8707080872058843,True,True,True,276,0.9761568056291624,True,True,True,276,0.9809630356871817,True,True,True
What should be understood about the interest rates for the Credit card EMI plans?,True,260,260,0.8303882770779132,True,True,True,260,0.9737868669764833,True,True,True,260,0.9715282617543423,True,True,True
What are today's cricket scores?,False,,57,0.4277407531765435,False,False,False,174,0.8441416898594575,False,False,False,10,0.8407227696984911,False,False,False
What is the correct procedure to know if the shop I am at has the choice of with SuperCoin Settle the amount function?,True,274,274,0.5793020183152914,False,True,False,274,0.9248134938499892,True,True,True,274,0.9382145668289725,True,True,True
For what reason is my preferred shop not showing up for SuperCoin Settle the amount on the Flipkart app?,True,173,173,0.7142735287024915,True,True,True,173,0.9677803437269398,True,True,True,173,0.9743092207538852,True,True,True
What lies behind the fact that is the choice to order a BGauss 2-wheeler not on offer at my pincode?,True,221,221,0.6884309842553311,True,True,True,398,0.9576183921517607,True,False,False,398,0.9513994394262817,True,False,False
Please clarify the following point: can refurbished items be searched by their item name.,True,401,401,0.8196137122912587,True,True,True,401,0.9123702046655991,False,True,False,401,0.9335372021900505,True,True,True
What sets Postdoctoral Studies in the School of Architecture degree at MCGILL apart from similar options?,False,,231,0.36366825211200576,False,False,False,312,0.8532720298237905,False,False,False,128,0.8775053138750057,False,False,False
What is the best camera for wildlife photography?,False,,305,0.38230528300365857,False,False,False,305,0.884458438001885,False,False,False,305,0.7918982360701006,False,False,False
Explain the scholarly work areas in Electrical & Computer Engineering Undergraduate Degree.,False,,351,0.5046388947333609,False,False,False,152,0.7762382906089499,False,False,False,351,0.7453113478666081,False,False,False
Is it permitted to include more products after I have placed a Flipkart Quick purchase?,True,163,163,0.6175862476195422,True,True,True,96,0.9334535046640093,True,False,False,163,0.9397765688579484,True,True,True
I want to establish whether there a minimum buy amount for Flipkart Quick purchases.,True,205,205,0.6899999405993756,True,True,True,168,0.8937609286692811,False,False,False,205,0.9077402410008707,False,True,False
I need guidance on this matter: how does guarantee work on exchange items.,True,263,263,0.41680762254596637,False,True,False,475,0.8704933117440529,False,False,False,372,0.8781089808422836,False,False,False
