query,is_answerable,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_top1_correct,tfidf_correct_answer,w2v_mean_predicted_faq_id,w2v_mean_similarity,w2v_mean_accepted,w2v_mean_top1_correct,w2v_mean_correct_answer,w2v_tfidf_predicted_faq_id,w2v_tfidf_similarity,w2v_tfidf_accepted,w2v_tfidf_top1_correct,w2v_tfidf_correct_answer
What lies behind the fact that didn't I get a notification through the app?,True,297,297,0.7942479864526766,True,True,True,297,0.9528986037225022,True,True,True,297,0.9751328047888862,True,True,True
How is One Year MMPA organised?,True,40,40,0.7017167538004327,True,True,True,376,0.7960996642788938,False,False,False,209,0.8713507217850244,False,False,False
"Please clarify the following point: my visa or eTA is about to expire or already expired, can I travel/send back to Canada with my valid learn permit.",True,455,455,0.7953247987528331,True,True,True,455,0.9850962981294078,True,True,True,455,0.9855212167492016,True,True,True
What steps should someone follow to settle the amount if the purchase amount is more than the value of my Present Card?,False,,414,0.43465612494820116,False,False,False,253,0.905223191792412,False,False,False,410,0.9156094118575282,False,False,False
What material does Master of Urban Design (post-professional) teach?,True,56,56,0.7912178677882903,True,True,True,54,0.930658946301297,True,False,False,54,0.9452946003101929,False,False,False
Clarify what identifier will alerts come from.,True,292,292,0.8343345166520957,True,True,True,292,0.9970304751984309,True,True,True,292,0.9950385357819627,True,True,True
"Please clarify the following point: i'm an overseas student, and this will be my first time learning in Canada. How can I prepare for arrival.",True,472,472,0.8103256483744136,True,True,True,472,0.9913542224388733,True,True,True,472,0.9897988132234387,True,True,True
I am looking for the right location to locate assistance with housing.,True,471,471,0.307171863574373,False,True,False,321,0.9045121483868541,False,False,False,246,0.9058759585215793,False,False,False
Please clarify the following point: in which all cities can I buy a Bounce 2-wheeler.,False,,379,0.25229364659698444,False,False,False,246,0.892025499320764,False,False,False,490,0.8990114568952959,False,False,False
How is Finance organised?,True,71,238,0.6072036235141893,True,False,False,417,0.8139981095826225,False,False,False,289,0.8499372741329195,False,False,False
Explain the Practicum Administration System (PAS).,True,479,479,0.9215258710558522,True,True,True,479,0.8544420692023206,False,True,False,479,0.938154470809673,False,True,False
Please explain do I do if my educational institution has closed.,True,424,424,0.8765364207566634,True,True,True,424,0.9473075874322051,True,True,True,424,0.9648284820786153,True,True,True
Please clarify the following point: my referee did not get the email from the School of Former student Studies. Could you please resend it.,True,432,432,0.8044980155321385,True,True,True,432,0.9857375441280197,True,True,True,432,0.9840629592252117,True,True,True
"I need guidance on this matter: my permit is about to expire, how and when should I put in an application to extend it.",True,454,454,0.8296062254831887,True,True,True,454,0.9778465899767655,True,True,True,454,0.979820366300258,True,True,True
"Confirm whether staff, teaching staff and students able to smoke or vape tobacco or cannabis off university property and then go to work/class.",True,310,310,0.9064813206145137,True,True,True,310,0.9939750419980319,True,True,True,310,0.9959488151082523,True,True,True
I am trying to put in an application for financial aid - what is the process?,True,439,439,0.5632017070150773,True,True,True,326,0.9330286920498733,True,False,False,326,0.911869668876597,False,False,False
Please explain long will an assessment take.,True,381,381,0.7945041108581503,True,True,True,381,0.8837529808658269,False,True,False,381,0.9200300490423106,False,True,False
Give me the details of the guarantee being provided by Bounce.,False,,291,0.45833364366384155,False,False,False,291,0.8493283635025506,False,False,False,291,0.9369195195957052,False,False,False
Where does a qualification in Aerospace Science and Engineering lead?,True,70,70,0.6838844380193606,True,True,True,70,0.9214990192100636,False,True,False,70,0.9318732492146631,False,True,False
Explain how this works: where do I submit my Vulnerable Sector Verify clearance letter.,True,486,486,0.858100641500778,True,True,True,486,0.9528728333132193,True,True,True,486,0.963359542647877,True,True,True
What ingredients are needed for vegetable soup?,False,,257,0.3932373046369446,False,False,False,433,0.8536537650964201,False,False,False,433,0.8857148982228463,False,False,False
Which topics are covered inside Two Year MMPA?,True,149,158,0.5848282540403871,True,False,False,158,0.9017624239904298,False,False,False,158,0.9373208225843634,False,False,False
Would it be possible to order more than one Ampere vehicle in my name/same Flipkart profile?,False,,414,0.4738982413798364,True,False,False,438,0.9197742766832523,False,False,False,269,0.9308952694685338,False,False,False
Describe for me Join U of T is asking me for a temporary pin. What is this.,True,342,342,0.9286728349838139,True,True,True,342,0.9887377778268984,True,True,True,342,0.9895731216749377,True,True,True
I need guidance on this matter: where do I locate details about the practicum classes - SWK4701H Practicum 1 and SWK4702Y Practicum 2.,True,480,480,0.8643294090470032,True,True,True,480,0.9782667209862091,True,True,True,480,0.9821973852648795,True,True,True
Can you translate this paragraph into Japanese?,False,,272,0.35630873280552655,False,False,False,280,0.8546604851456702,False,False,False,272,0.876026486137402,False,False,False
In which place is it possible to locate practicum details for Overseas Students?,True,488,488,0.39548700649679114,False,True,False,496,0.9009349617237042,False,False,False,496,0.9262242081611363,False,False,False
Explain the scholarly work areas in SURE: Summer Undergraduate Scholarly work in Engineering.,True,133,133,0.6283235229808922,True,True,True,133,0.9341474225282944,True,True,True,69,0.947858287424892,False,False,False
I need a clear description of there be a communal gathering location after the ceremony.,True,282,282,0.9258995781410325,True,True,True,282,0.9318092941513251,True,True,True,282,0.9703987643226553,True,True,True
"I need guidance on this matter: if I have larger personal products, where can I shop them.",True,273,273,0.712341160349297,True,True,True,273,0.9776065750656007,True,True,True,273,0.9706291530068853,True,True,True
What steps should someone follow to give feedback about practicum-related issues?,True,498,498,0.839862047778249,True,True,True,496,0.8939762160550272,False,False,False,498,0.9576600514596624,True,True,True
Am I allowed to trade practicums with a classmate after I have been assigned?,True,495,495,0.9447756089742513,True,True,True,495,0.9746530642047346,True,True,True,495,0.9890647086419867,True,True,True
What shape does Immunology take?,True,23,23,0.476796240378457,True,True,True,389,0.9062419105562878,False,False,False,324,0.8752375090971496,False,False,False
Explain how this works: i am interested in applying to a degree at the University of Toronto Mississauga. If I put in an application to this degree on OUAC will I be considered for this degree at all three campuses.,True,334,334,0.798090375340772,True,True,True,334,0.9591354729031731,True,True,True,334,0.9651982063354225,True,True,True
