text_a,text_b,label,faq_id,candidate_faq_id,split,pair_type
Help needed: what makes the master business administration extended full time mba curriculum at uoft singular?,how can I apply to Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) at UOFT?,0,109,137,train,random
Help needed: what makes the master business administration extended full time mba curriculum at uoft singular?,what courses are offered in Master of Business Administration (Extended Full-Time MBA) at UOFT?,0,109,135,train,hard
Could you tell me what makes the master business administration extended full time mba curriculum at uoft unparalleled?,what makes the Master of Business Administration (Extended Full-Time MBA) program at UOFT unique?,1,109,109,train,positive
Could you tell me what makes the master business administration extended full time mba curriculum at uoft unparalleled?,Can transfer students participate in the Jump Start program?,0,109,322,train,random
Could you tell me what makes the master business administration extended full time mba curriculum at uoft unparalleled?,what courses are offered in Master of Business Administration (Extended Full-Time MBA) at UOFT?,0,109,135,train,hard
what makes the master business administration extended full time mba curriculum at uoft singular? Any idea?,what makes the Master of Business Administration (Extended Full-Time MBA) program at UOFT unique?,1,109,109,dev,positive
what makes the master business administration extended full time mba curriculum at uoft singular? Any idea?,what kind of research is done in Applied Computing at UOFT?,0,109,171,dev,random
what makes the master business administration extended full time mba curriculum at uoft singular? Any idea?,what courses are offered in Master of Business Administration (Extended Full-Time MBA) at UOFT?,0,109,135,dev,hard
Quick question: what sort of research is come in english uoft?,what kind of research is done in English at UOFT?,1,110,110,train,positive
Quick question: what sort of research is come in english uoft?,what are the career prospects for Biotechnology graduates from UOFT?,0,110,50,train,random
Quick question: what sort of research is come in english uoft?,what subjects will I study in English at UOFT?,0,110,233,train,hard
Could you tell me what sort of research is come in english uoft?,what kind of research is done in English at UOFT?,1,110,110,train,positive
Could you tell me what sort of research is come in english uoft?,what are the career prospects for Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field) graduates from UOFT?,0,110,12,train,random
Could you tell me what sort of research is come in english uoft?,can you explain the structure of English at UOFT?,0,110,65,train,hard
"Hi, what sort of research is come in english at uoft?",what kind of research is done in English at UOFT?,1,110,110,dev,positive
"Hi, what sort of research is come in english at uoft?",Are there any financial support options for me?,0,110,323,dev,random
"Hi, what sort of research is come in english at uoft?",what subjects will I study in English at UOFT?,0,110,233,dev,hard
can you explain structure of music at uoft?,can you explain the structure of Music at UOFT?,1,111,111,train,positive
can you explain structure of music at uoft?,what kind of research is done in Dentistry (with Specialty Training) at UOFT?,0,111,183,train,random
can you explain structure of music at uoft?,can you explain the structure of English at UOFT?,0,111,65,train,hard
can you explain the structure music uoft?,can you explain the structure of Music at UOFT?,1,111,111,train,positive
can you explain the structure music uoft?,My previous program is ungraded - what should I do?,0,111,266,train,random
can you explain the structure music uoft?,can you explain the structure of English at UOFT?,0,111,65,train,hard
can you explain the structure of music at uoft? Thanks.,can you explain the structure of Music at UOFT?,1,111,111,dev,positive
can you explain the structure of music at uoft? Thanks.,"I have submitted my application but want to make a change, how do I do that?",0,111,343,dev,random
can you explain the structure of music at uoft? Thanks.,can you explain the structure of English at UOFT?,0,111,65,dev,hard
what sort research done in teaching at uoft? Thanks.,what kind of research is done in Teaching at UOFT?,1,112,112,train,positive
what sort research done in teaching at uoft? Thanks.,Where do I find information about the practicum courses - SWK4701H Practicum 1 and SWK4702Y Practicum 2?,0,112,480,train,random
what sort research done in teaching at uoft? Thanks.,can you explain the structure of Teaching at UOFT?,0,112,5,train,hard
Quick question: what sort of research is done in teaching at uoft?,what kind of research is done in Teaching at UOFT?,1,112,112,train,positive
Quick question: what sort of research is done in teaching at uoft?,The contact information of my referee has changed. As I have already submitted the online application how can I edit the referee's contact information?,0,112,434,train,random
Quick question: what sort of research is done in teaching at uoft?,what kind of research is done in English at UOFT?,0,112,110,train,hard
what sort of research is done in teaching uoft? Any idea?,what kind of research is done in Teaching at UOFT?,1,112,112,dev,positive
what sort of research is done in teaching uoft? Any idea?,what can I do with a degree in Global Professional Law from UOFT?,0,112,63,dev,random
what sort of research is done in teaching uoft? Any idea?,what kind of research is done in English at UOFT?,0,112,110,dev,hard
Quick question: where master of business administration extended full time mba alumnus uoft typically work?,where do Master of Business Administration (Extended Full-Time MBA) graduates from UOFT typically work?,1,113,113,train,positive
Quick question: where master of business administration extended full time mba alumnus uoft typically work?,How do I know if I require a TOEFL score?,0,113,262,train,random
Quick question: where master of business administration extended full time mba alumnus uoft typically work?,what courses are offered in Master of Business Administration (Extended Full-Time MBA) at UOFT?,0,113,135,train,hard
Could you tell me where master of business administration extended full time mba alumnus uoft typically work?,where do Master of Business Administration (Extended Full-Time MBA) graduates from UOFT typically work?,1,113,113,train,positive
Could you tell me where master of business administration extended full time mba alumnus uoft typically work?,What is an appropriate bachelor's degree?,0,113,403,train,random
Could you tell me where master of business administration extended full time mba alumnus uoft typically work?,what courses are offered in Master of Business Administration (Extended Full-Time MBA) at UOFT?,0,113,135,train,hard
where do master of business administration extended full time mba alumnus from uoft typically work? Thanks.,where do Master of Business Administration (Extended Full-Time MBA) graduates from UOFT typically work?,1,113,113,dev,positive
where do master of business administration extended full time mba alumnus from uoft typically work? Thanks.,What is an appropriate bachelor's degree?,0,113,403,dev,random
where do master of business administration extended full time mba alumnus from uoft typically work? Thanks.,what courses are offered in Master of Business Administration (Extended Full-Time MBA) at UOFT?,0,113,135,dev,hard
Quick question: what sort of research is come in anthropology uoft?,what kind of research is done in Anthropology at UOFT?,1,114,114,train,positive
Quick question: what sort of research is come in anthropology uoft?,"I have submitted my application but want to make a change, how do I do that?",0,114,343,train,random
Quick question: what sort of research is come in anthropology uoft?,what subjects will I study in Anthropology at UOFT?,0,114,61,train,hard
Quick question: what sort of research come in anthropology at uoft?,what kind of research is done in Anthropology at UOFT?,1,114,114,train,positive
Quick question: what sort of research come in anthropology at uoft?,My transcripts are in French. Shall I submit English translations?,0,114,428,train,random
Quick question: what sort of research come in anthropology at uoft?,what subjects will I study in Anthropology at UOFT?,0,114,61,train,hard
what sort of research is come in anthropology at uoft? Any idea?,what kind of research is done in Anthropology at UOFT?,1,114,114,dev,positive
what sort of research is come in anthropology at uoft? Any idea?,Can I appeal a transfer credit decision?,0,114,383,dev,random
what sort of research is come in anthropology at uoft? Any idea?,what subjects will I study in Anthropology at UOFT?,0,114,61,dev,hard
Could you tell me what topic will study in buddy program at mcgill?,what subjects will I study in Buddy Program at MCGILL?,1,115,115,train,positive
Could you tell me what topic will study in buddy program at mcgill?,what are the admission requirements for Master of Applied Science (MASc) at UOFT?,0,115,25,train,random
Could you tell me what topic will study in buddy program at mcgill?,can you explain the structure of Buddy Program at MCGILL?,0,115,124,train,hard
what topic will i study in buddy program at mcgill?,what subjects will I study in Buddy Program at MCGILL?,1,115,115,train,positive
what topic will i study in buddy program at mcgill?,what are the career prospects for School and Clinical Child Psychology graduates from UOFT?,0,115,92,train,random
what topic will i study in buddy program at mcgill?,can you explain the structure of Buddy Program at MCGILL?,0,115,124,train,hard
Could you tell me what topic i study buddy program at mcgill?,what subjects will I study in Buddy Program at MCGILL?,1,115,115,dev,positive
Could you tell me what topic i study buddy program at mcgill?,I just sent my new English proficiency test score. How long does it take for the university to get it?,0,115,359,dev,random
Could you tell me what topic i study buddy program at mcgill?,can you explain the structure of Buddy Program at MCGILL?,0,115,124,dev,hard
"Hi, can you explain the structure of physics uoft?",can you explain the structure of Physics at UOFT?,1,116,116,train,positive
"Hi, can you explain the structure of physics uoft?",Can I clap or cheer during the convocation ceremony?,0,116,280,train,random
"Hi, can you explain the structure of physics uoft?",can you explain the structure of English at UOFT?,0,116,65,train,hard
"Hi, can you explain the structure of physics at uoft?",can you explain the structure of Physics at UOFT?,1,116,116,train,positive
"Hi, can you explain the structure of physics at uoft?","Why did I receive an email or app alert, but not a text message?",0,116,298,train,random
"Hi, can you explain the structure of physics at uoft?",can you explain the structure of English at UOFT?,0,116,65,train,hard
can you explain the structure of physics at uoft? Thanks.,can you explain the structure of Physics at UOFT?,1,116,116,dev,positive
can you explain the structure of physics at uoft? Thanks.,Where do I send my application supporting documents?,0,116,436,dev,random
can you explain the structure of physics at uoft? Thanks.,can you explain the structure of English at UOFT?,0,116,65,dev,hard
what can i with degree in management and professional accounting uoft?,what can I do with a degree in Management and Professional Accounting from UOFT?,1,117,117,train,positive
what can i with degree in management and professional accounting uoft?,When should I apply?,0,117,408,train,random
what can i with degree in management and professional accounting uoft?,what can I do with a degree in Global Professional Law from UOFT?,0,117,63,train,hard
Help needed: what can i do degree in management and professional accounting from uoft?,what can I do with a degree in Management and Professional Accounting from UOFT?,1,117,117,train,positive
Help needed: what can i do degree in management and professional accounting from uoft?,can you explain the structure of Teaching at UOFT?,0,117,5,train,random
Help needed: what can i do degree in management and professional accounting from uoft?,what can I do with a degree in Global Professional Law from UOFT?,0,117,63,train,hard
Quick question: what can with a degree management and professional accounting from uoft?,what can I do with a degree in Management and Professional Accounting from UOFT?,1,117,117,dev,positive
Quick question: what can with a degree management and professional accounting from uoft?,what kind of research is done in Astronomy and Astrophysics at UOFT?,0,117,199,dev,random
Quick question: what can with a degree management and professional accounting from uoft?,what can I do with a degree in Global Professional Law from UOFT?,0,117,63,dev,hard
what subjects study in language literacies education at uoft? Thanks.,what subjects will I study in Language and Literacies Education at UOFT?,1,118,118,train,positive
what subjects study in language literacies education at uoft? Thanks.,I received a suspicious-looking email from a U of T account. How can I tell if it's legitimate?,0,118,477,train,random
what subjects study in language literacies education at uoft? Thanks.,what subjects will I study in Child Study and Education at UOFT?,0,118,163,train,hard
Help needed: what subjects will i study in language literacies education at uoft?,what subjects will I study in Language and Literacies Education at UOFT?,1,118,118,train,positive
Help needed: what subjects will i study in language literacies education at uoft?,can you explain the structure of Master of Urban Design (post-professional) at UOFT?,0,118,60,train,random
Help needed: what subjects will i study in language literacies education at uoft?,what subjects will I study in Child Study and Education at UOFT?,0,118,163,train,hard
Could you tell me what subjects will i study in language and literacies education at uoft?,what subjects will I study in Language and Literacies Education at UOFT?,1,118,118,dev,positive
Could you tell me what subjects will i study in language and literacies education at uoft?,how can I apply to Kawaskimhon Moot at UOFT?,0,118,231,dev,random
Could you tell me what subjects will i study in language and literacies education at uoft?,what subjects will I study in Child Study and Education at UOFT?,0,118,163,dev,hard
Help needed: what sort of research is come in master landscape architecture at uoft?,what kind of research is done in Master of Landscape Architecture at UOFT?,1,119,119,train,positive
Help needed: what sort of research is come in master landscape architecture at uoft?,When will I know the results of my application?,0,119,267,train,random
Help needed: what sort of research is come in master landscape architecture at uoft?,what are the admission requirements for Master of Landscape Architecture at UOFT?,0,119,173,train,hard
what sort of research is come in master landscape architecture at uoft? Thanks.,what kind of research is done in Master of Landscape Architecture at UOFT?,1,119,119,train,positive
what sort of research is come in master landscape architecture at uoft? Thanks.,What is UTAlert?,0,119,283,train,random
what sort of research is come in master landscape architecture at uoft? Thanks.,what are the admission requirements for Master of Landscape Architecture at UOFT?,0,119,173,train,hard
Quick question: what sort of research is come in master of landscape architecture uoft?,what kind of research is done in Master of Landscape Architecture at UOFT?,1,119,119,dev,positive
Quick question: what sort of research is come in master of landscape architecture uoft?,what can I do with a degree in Mechanical Engineering from UOFT?,0,119,29,dev,random
Quick question: what sort of research is come in master of landscape architecture uoft?,what are the admission requirements for Master of Landscape Architecture at UOFT?,0,119,173,dev,hard
can you explain structure mineral engineering undergraduate program at uoft? Any idea?,can you explain the structure of Mineral Engineering Undergraduate Program at UOFT?,1,120,120,train,positive
can you explain structure mineral engineering undergraduate program at uoft? Any idea?,what are the research strengths of Educational Leadership and Policy at UOFT?,0,120,161,train,random
can you explain structure mineral engineering undergraduate program at uoft? Any idea?,can you explain the structure of Civil Engineering Undergraduate Program at UOFT?,0,120,193,train,hard
can you explain the structure of mineral engineering undergraduate program uoft? Any idea?,can you explain the structure of Mineral Engineering Undergraduate Program at UOFT?,1,120,120,train,positive
can you explain the structure of mineral engineering undergraduate program uoft? Any idea?,what subjects will I study in IHRP: Clinic Course at UOFT?,0,120,166,train,random
can you explain the structure of mineral engineering undergraduate program uoft? Any idea?,can you explain the structure of Civil Engineering Undergraduate Program at UOFT?,0,120,193,train,hard
Help needed: can explain structure of mineral engineering undergraduate program at uoft?,can you explain the structure of Mineral Engineering Undergraduate Program at UOFT?,1,120,120,dev,positive
Help needed: can explain structure of mineral engineering undergraduate program at uoft?,what kind of research is done in Geography at UOFT?,0,120,178,dev,random
Help needed: can explain structure of mineral engineering undergraduate program at uoft?,what can I do with a degree in Mineral Engineering Undergraduate Program from UOFT?,0,120,205,dev,hard
"Hi, what sort of research come in master of science in forestry at uoft?",what kind of research is done in Master of Science in Forestry at UOFT?,1,121,121,train,positive
"Hi, what sort of research come in master of science in forestry at uoft?",what subjects will I study in Biotechnology at UOFT?,0,121,62,train,random
"Hi, what sort of research come in master of science in forestry at uoft?",can you explain the structure of Master of Science in Forestry at UOFT?,0,121,82,train,hard
what sort of research come in master of science forestry at uoft? Any idea?,what kind of research is done in Master of Science in Forestry at UOFT?,1,121,121,train,positive
what sort of research come in master of science forestry at uoft? Any idea?,can you explain the structure of Zheming (Taro) Cai at UOFT?,0,121,226,train,random
what sort of research come in master of science forestry at uoft? Any idea?,can you explain the structure of Master of Science in Forestry at UOFT?,0,121,82,train,hard
Help needed: what sort of research is come in master of science in forestry at uoft?,what kind of research is done in Master of Science in Forestry at UOFT?,1,121,121,dev,positive
Help needed: what sort of research is come in master of science in forestry at uoft?,"what jobs can I get after PhD in Architecture, Landscape, and Design at UOFT?",0,121,53,dev,random
Help needed: what sort of research is come in master of science in forestry at uoft?,can you explain the structure of Master of Science in Forestry at UOFT?,0,121,82,dev,hard
what topic will report in educational leadership and policy at uoft?,what subjects will I study in Educational Leadership and Policy at UOFT?,1,122,122,train,positive
what topic will report in educational leadership and policy at uoft?,can you explain the structure of Teaching at UOFT?,0,122,5,train,random
what topic will report in educational leadership and policy at uoft?,can you explain the structure of Educational Leadership and Policy at UOFT?,0,122,14,train,hard
what topic will i survey in educational leadership and policy at uoft?,what subjects will I study in Educational Leadership and Policy at UOFT?,1,122,122,train,positive
what topic will i survey in educational leadership and policy at uoft?,"what are the career prospects for Bachelor of Arts, Visual Studies graduates from UOFT?",0,122,212,train,random
what topic will i survey in educational leadership and policy at uoft?,can you explain the structure of Educational Leadership and Policy at UOFT?,0,122,14,train,hard
Could you tell me what topic will i report in educational leadership and policy at uoft?,what subjects will I study in Educational Leadership and Policy at UOFT?,1,122,122,dev,positive
Could you tell me what topic will i report in educational leadership and policy at uoft?,Do grade 11 marks count?,0,122,330,dev,random
Could you tell me what topic will i report in educational leadership and policy at uoft?,can you explain the structure of Educational Leadership and Policy at UOFT?,0,122,14,dev,hard
Quick question: what makes the slavic and east european languages and cultures plan at uoft unparalleled?,what makes the Slavic and East European Languages and Cultures program at UOFT unique?,1,123,123,train,positive
Quick question: what makes the slavic and east european languages and cultures plan at uoft unparalleled?,What does smoke-free mean? Does this include cannabis?,0,123,304,train,random
Quick question: what makes the slavic and east european languages and cultures plan at uoft unparalleled?,what courses are offered in Slavic and East European Languages and Cultures at UOFT?,0,123,197,train,hard
what makes slavic and east european languages cultures curriculum at uoft unusual?,what makes the Slavic and East European Languages and Cultures program at UOFT unique?,1,123,123,train,positive
what makes slavic and east european languages cultures curriculum at uoft unusual?,what subjects will I study in Global Professional Law at UOFT?,0,123,11,train,random
what makes slavic and east european languages cultures curriculum at uoft unusual?,what courses are offered in Slavic and East European Languages and Cultures at UOFT?,0,123,197,train,hard
"Hi, what makes the slavic and east european languages and cultures plan at uoft unusual?",what makes the Slavic and East European Languages and Cultures program at UOFT unique?,1,123,123,dev,positive
"Hi, what makes the slavic and east european languages and cultures plan at uoft unusual?",I reviewed your Partner Organizations on the FIFSW website. Why is it that I do not see a particular practicum in this year's options?,0,123,490,dev,random
"Hi, what makes the slavic and east european languages and cultures plan at uoft unusual?",what courses are offered in Slavic and East European Languages and Cultures at UOFT?,0,123,197,dev,hard
"Hi, can you explain the structure buddy program at mcgill?",can you explain the structure of Buddy Program at MCGILL?,1,124,124,train,positive
"Hi, can you explain the structure buddy program at mcgill?",Do I need to submit proof of English proficiency?,0,124,357,train,random
"Hi, can you explain the structure buddy program at mcgill?",what subjects will I study in Buddy Program at MCGILL?,0,124,115,train,hard
Could you tell me can explain the structure of buddy program at mcgill?,can you explain the structure of Buddy Program at MCGILL?,1,124,124,train,positive
Could you tell me can explain the structure of buddy program at mcgill?,My transcripts are in French. Shall I submit English translations?,0,124,428,train,random
Could you tell me can explain the structure of buddy program at mcgill?,what subjects will I study in Buddy Program at MCGILL?,0,124,115,train,hard
Help needed: can you explain the structure of buddy program at mcgill?,can you explain the structure of Buddy Program at MCGILL?,1,124,124,dev,positive
Help needed: can you explain the structure of buddy program at mcgill?,what are the career prospects for Germanic Languages and Literatures graduates from UOFT?,0,124,160,dev,random
Help needed: can you explain the structure of buddy program at mcgill?,what subjects will I study in Buddy Program at MCGILL?,0,124,115,dev,hard
Quick question: what topic will i survey social work at uoft?,what subjects will I study in Social Work at UOFT?,1,125,125,train,positive
Quick question: what topic will i survey social work at uoft?,The contact information of my referee has changed. As I have already submitted the online application how can I edit the referee's contact information?,0,125,434,train,random
Quick question: what topic will i survey social work at uoft?,what are the career prospects for Social Work graduates from UOFT?,0,125,94,train,hard
what topic will i survey social work at uoft?,what subjects will I study in Social Work at UOFT?,1,125,125,train,positive
what topic will i survey social work at uoft?,what subjects will I study in Biotechnology at UOFT?,0,125,62,train,random
what topic will i survey social work at uoft?,what are the career prospects for Social Work graduates from UOFT?,0,125,94,train,hard
what topic will i survey in social work at uoft? Any idea?,what subjects will I study in Social Work at UOFT?,1,125,125,dev,positive
what topic will i survey in social work at uoft? Any idea?,can you explain the structure of Applied Computing at UOFT?,0,125,144,dev,random
what topic will i survey in social work at uoft? Any idea?,what subjects will I study in Social Justice Education at UOFT?,0,125,81,dev,hard
where do counselling and clinical psychology field clinical psychology utsc alumna uoft typically work? Any idea?,where do Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) graduates from UOFT typically work?,1,126,126,train,positive
where do counselling and clinical psychology field clinical psychology utsc alumna uoft typically work? Any idea?,what jobs can I get after Counselling & Clinical Psychology at UTSC at UOFT?,0,126,131,train,random
where do counselling and clinical psychology field clinical psychology utsc alumna uoft typically work? Any idea?,how can I apply to Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) at UOFT?,0,126,137,train,hard
Could you tell me where do counselling clinical psychology field in clinical psychology utsc alumna uoft typically work?,where do Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) graduates from UOFT typically work?,1,126,126,train,positive
Could you tell me where do counselling clinical psychology field in clinical psychology utsc alumna uoft typically work?,My current transcript shows courses in-progress. Should I submit another transcript when new grades become available?,0,126,256,train,random
Could you tell me where do counselling clinical psychology field in clinical psychology utsc alumna uoft typically work?,how can I apply to Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) at UOFT?,0,126,137,train,hard
"Hi, where do counselling and clinical psychology field in clinical psychology utsc alumna from uoft typically work?",where do Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) graduates from UOFT typically work?,1,126,126,dev,positive
"Hi, where do counselling and clinical psychology field in clinical psychology utsc alumna from uoft typically work?",can you explain the structure of Comparative Literature at UOFT?,0,126,28,dev,random
"Hi, where do counselling and clinical psychology field in clinical psychology utsc alumna from uoft typically work?",how can I apply to Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) at UOFT?,0,126,137,dev,hard
"Hi, what sort of research is come in ecology and evolutionary biology at uoft?",what kind of research is done in Ecology and Evolutionary Biology at UOFT?,1,127,127,train,positive
"Hi, what sort of research is come in ecology and evolutionary biology at uoft?","Can I drop a course, or study part-time?",0,127,467,train,random
"Hi, what sort of research is come in ecology and evolutionary biology at uoft?",what subjects will I study in Ecology and Evolutionary Biology at UOFT?,0,127,64,train,hard
Could you tell me what sort research come in ecology evolutionary biology at uoft?,what kind of research is done in Ecology and Evolutionary Biology at UOFT?,1,127,127,train,positive
Could you tell me what sort research come in ecology evolutionary biology at uoft?,what can I do with a degree in Public Policy from UOFT?,0,127,211,train,random
Could you tell me what sort research come in ecology evolutionary biology at uoft?,can you explain the structure of Ecology and Evolutionary Biology at UOFT?,0,127,48,train,hard
"Hi, what sort of research is come ecology and evolutionary biology uoft?",what kind of research is done in Ecology and Evolutionary Biology at UOFT?,1,127,127,dev,positive
"Hi, what sort of research is come ecology and evolutionary biology uoft?","I was required to pay an Admission Deposit, is this refundable?",0,127,376,dev,random
"Hi, what sort of research is come ecology and evolutionary biology uoft?",can you explain the structure of Ecology and Evolutionary Biology at UOFT?,0,127,48,dev,hard
Help needed: what are the vocation prognosis for medical science graduates from uoft?,what are the career prospects for Medical Science graduates from UOFT?,1,128,128,train,positive
Help needed: what are the vocation prognosis for medical science graduates from uoft?,what subjects will I study in Master of Urban Design (post-professional) at UOFT?,0,128,56,train,random
Help needed: what are the vocation prognosis for medical science graduates from uoft?,can you explain the structure of Medical Science at UOFT?,0,128,51,train,hard
Help needed: what are the vocation prognosis for medical science graduates uoft?,what are the career prospects for Medical Science graduates from UOFT?,1,128,128,train,positive
Help needed: what are the vocation prognosis for medical science graduates uoft?,When should I apply?,0,128,408,train,random
Help needed: what are the vocation prognosis for medical science graduates uoft?,can you explain the structure of Medical Science at UOFT?,0,128,51,train,hard
what are vocation prognosis medical science graduates uoft? Thanks.,what are the career prospects for Medical Science graduates from UOFT?,1,128,128,dev,positive
what are vocation prognosis medical science graduates uoft? Thanks.,can you explain the structure of Health Informatics at UOFT?,0,128,17,dev,random
what are vocation prognosis medical science graduates uoft? Thanks.,can you explain the structure of Medical Science at UOFT?,0,128,51,dev,hard
Quick question: what research chance exist in counselling and clinical psychology field in clinical and counselling psychology oise at uoft?,what research opportunities exist in Counselling and Clinical Psychology - Field in Clinical and Counselling Psychology (OISE) at UOFT?,1,129,129,train,positive
Quick question: what research chance exist in counselling and clinical psychology field in clinical and counselling psychology oise at uoft?,what subjects will I study in Global Professional Law at UOFT?,0,129,11,train,random
Quick question: what research chance exist in counselling and clinical psychology field in clinical and counselling psychology oise at uoft?,what makes the Counselling and Clinical Psychology - Field in Clinical and Counselling Psychology (OISE) program at UOFT unique?,0,129,39,train,hard
Help needed: what research chance exist in counselling clinical psychology field clinical counselling psychology oise at uoft?,what research opportunities exist in Counselling and Clinical Psychology - Field in Clinical and Counselling Psychology (OISE) at UOFT?,1,129,129,train,positive
Help needed: what research chance exist in counselling clinical psychology field clinical counselling psychology oise at uoft?,what can I do with a degree in Counselling Psychology from UOFT?,0,129,156,train,random
Help needed: what research chance exist in counselling clinical psychology field clinical counselling psychology oise at uoft?,what makes the Counselling and Clinical Psychology - Field in Clinical and Counselling Psychology (OISE) program at UOFT unique?,0,129,39,train,hard
Could you tell me what research chance exist in counselling and clinical psychology field in clinical counselling psychology oise at uoft?,what research opportunities exist in Counselling and Clinical Psychology - Field in Clinical and Counselling Psychology (OISE) at UOFT?,1,129,129,dev,positive
Could you tell me what research chance exist in counselling and clinical psychology field in clinical counselling psychology oise at uoft?,Do I have health or dental insurance coverage through U of T?,0,129,476,dev,random
Could you tell me what research chance exist in counselling and clinical psychology field in clinical counselling psychology oise at uoft?,what makes the Counselling and Clinical Psychology - Field in Clinical and Counselling Psychology (OISE) program at UOFT unique?,0,129,39,dev,hard
Quick question: what i do a degree in innovation law and technology uoft?,"what can I do with a degree in Innovation, Law and Technology from UOFT?",1,130,130,train,positive
Quick question: what i do a degree in innovation law and technology uoft?,what are the career prospects for Pro Bono Students Canada (PBSC) graduates from UOFT?,0,130,213,train,random
Quick question: what i do a degree in innovation law and technology uoft?,"what kind of research is done in Innovation, Law and Technology at UOFT?",0,130,219,train,hard
"Hi, what can i with a degree in innovation law technology from uoft?","what can I do with a degree in Innovation, Law and Technology from UOFT?",1,130,130,train,positive
"Hi, what can i with a degree in innovation law technology from uoft?",what subjects will I study in Biotechnology at UOFT?,0,130,62,train,random
"Hi, what can i with a degree in innovation law technology from uoft?",what can I do with a degree in Urban Innovation from UOFT?,0,130,140,train,hard
Help needed: what do with degree in innovation law and technology from uoft?,"what can I do with a degree in Innovation, Law and Technology from UOFT?",1,130,130,dev,positive
Help needed: what do with degree in innovation law and technology from uoft?,Where do I find information about the practicum courses - SWK4701H Practicum 1 and SWK4702Y Practicum 2?,0,130,480,dev,random
Help needed: what do with degree in innovation law and technology from uoft?,"what kind of research is done in Innovation, Law and Technology at UOFT?",0,130,219,dev,hard
Quick question: what jobs i find after counselling clinical psychology at utsc at uoft?,what jobs can I get after Counselling & Clinical Psychology at UTSC at UOFT?,1,131,131,train,positive
Quick question: what jobs i find after counselling clinical psychology at utsc at uoft?,A referee I want doesn't have an institution or organization email address - what should I do?,0,131,258,train,random
Quick question: what jobs i find after counselling clinical psychology at utsc at uoft?,can you explain the structure of Counselling & Clinical Psychology at UTSC at UOFT?,0,131,83,train,hard
what jobs can i make after counselling clinical psychology at utsc at uoft?,what jobs can I get after Counselling & Clinical Psychology at UTSC at UOFT?,1,131,131,train,positive
what jobs can i make after counselling clinical psychology at utsc at uoft?,what are the career prospects for Master of Urban Design (post-professional) graduates from UOFT?,0,131,68,train,random
what jobs can i make after counselling clinical psychology at utsc at uoft?,can you explain the structure of Counselling & Clinical Psychology at UTSC at UOFT?,0,131,83,train,hard
Quick question: what jobs can find counselling clinical psychology at utsc at uoft?,what jobs can I get after Counselling & Clinical Psychology at UTSC at UOFT?,1,131,131,dev,positive
Quick question: what jobs can find counselling clinical psychology at utsc at uoft?,When will I hear a decision on my application?,0,131,442,dev,random
Quick question: what jobs can find counselling clinical psychology at utsc at uoft?,can you explain the structure of Counselling & Clinical Psychology at UTSC at UOFT?,0,131,83,dev,hard
what topic will study in drama theatre and performance studies at uoft?,"what subjects will I study in Drama, Theatre and Performance Studies at UOFT?",1,132,132,train,positive
what topic will study in drama theatre and performance studies at uoft?,Do you always have a practicum for every student?,0,132,481,train,random
what topic will study in drama theatre and performance studies at uoft?,"can you explain the structure of Drama, Theatre and Performance Studies at UOFT?",0,132,32,train,hard
Quick question: what topic will i study drama theatre and performance studies at uoft?,"what subjects will I study in Drama, Theatre and Performance Studies at UOFT?",1,132,132,train,positive
Quick question: what topic will i study drama theatre and performance studies at uoft?,what subjects will I study in Counselling Psychology at UOFT?,0,132,184,train,random
Quick question: what topic will i study drama theatre and performance studies at uoft?,"can you explain the structure of Drama, Theatre and Performance Studies at UOFT?",0,132,32,train,hard
"Hi, what topic will study drama theatre performance studies at uoft?","what subjects will I study in Drama, Theatre and Performance Studies at UOFT?",1,132,132,dev,positive
"Hi, what topic will study drama theatre performance studies at uoft?",Can I clap or cheer during the convocation ceremony?,0,132,280,dev,random
"Hi, what topic will study drama theatre performance studies at uoft?","can you explain the structure of Drama, Theatre and Performance Studies at UOFT?",0,132,32,dev,hard
Quick question: what research region in sure summer undergraduate research in engineering at mcgill?,what are the research areas in SURE: Summer Undergraduate Research in Engineering at MCGILL?,1,133,133,train,positive
Quick question: what research region in sure summer undergraduate research in engineering at mcgill?,When will I find out about scholarships?,0,133,368,train,random
Quick question: what research region in sure summer undergraduate research in engineering at mcgill?,can you explain the structure of SURE: Summer Undergraduate Research in Engineering at MCGILL?,0,133,79,train,hard
Help needed: what are the research region in sure summer undergraduate research in engineering at mcgill?,what are the research areas in SURE: Summer Undergraduate Research in Engineering at MCGILL?,1,133,133,train,positive
Help needed: what are the research region in sure summer undergraduate research in engineering at mcgill?,When will I hear a decision on my application?,0,133,442,train,random
Help needed: what are the research region in sure summer undergraduate research in engineering at mcgill?,can you explain the structure of SURE: Summer Undergraduate Research in Engineering at MCGILL?,0,133,79,train,hard
what are research region sure summer undergraduate research in engineering at mcgill? Any idea?,what are the research areas in SURE: Summer Undergraduate Research in Engineering at MCGILL?,1,133,133,dev,positive
