query,expected_faq_id,split,substitutions
Quick question: what topic will i study drama theatre and performance studies at uoft?,132,train,subjects>topic
"Hi, what topic will study drama theatre performance studies at uoft?",132,dev,subjects>topic
Quick question: what research region in sure summer undergraduate research in engineering at mcgill?,133,train,areas>region
Help needed: what are the research region in sure summer undergraduate research in engineering at mcgill?,133,train,areas>region
what are research region sure summer undergraduate research in engineering at mcgill? Any idea?,133,dev,areas>region
"Hi, can explain the structure of international human rights program at uoft?",134,train,
"Hi, can explain structure of international human rights program at uoft?",134,train,
Could you tell me can you explain the structure international human rights program at uoft?,134,dev,
Could you tell me what courses provide master of business administration extended full time mba uoft?,135,train,offered>provide
"Hi, what courses provide in master business administration extended full time mba at uoft?",135,train,offered>provide
"Hi, what courses are provide in master of business administration extended full time mba at uoft?",135,dev,offered>provide
Quick question: what jobs can i take laws law in action within schools uoft?,136,train,get>take
Could you tell me what jobs can i make after laws law in action within schools at uoft?,136,train,get>make
Could you tell me what jobs can i find after laws law in action within schools at uoft?,136,dev,get>find
how can i utilize to counselling and clinical psychology field clinical psychology utsc at uoft? Any idea?,137,train,apply>utilize
how can i employ to counselling clinical psychology field in clinical psychology utsc uoft? Thanks.,137,train,apply>employ
Help needed: how can implement to counselling and clinical psychology field in clinical psychology utsc uoft?,137,dev,apply>implement
Help needed: what can i do a degree in urban design from uoft?,138,train,
what can i do a degree urban design from uoft? Thanks.,138,train,
what can i a degree in urban design from uoft?,138,dev,
what sort of research is come in medical science at uoft? Thanks.,139,train,kind>sort done>come
what sort research come in medical science uoft? Thanks.,139,train,kind>sort done>come
Help needed: what sort of research is come medical science uoft?,139,dev,kind>sort done>come
what can i degree in urban innovation uoft? Any idea?,140,train,
"Hi, what i do with degree in urban innovation from uoft?",140,train,
Quick question: what i a degree in urban innovation from uoft?,140,dev,
Help needed: what topic will i study in applied computing uoft?,141,train,subjects>topic
what topic will i study in applied computing at uoft? Thanks.,141,train,subjects>topic
Could you tell me what topic will study applied computing uoft?,141,dev,subjects>topic
Could you tell me what sort of research is come in health administration at uoft?,142,train,kind>sort done>come
Quick question: what sort of research is come in health administration at uoft?,142,train,kind>sort done>come
"Hi, what sort of research is come in health administration at uoft?",142,dev,kind>sort done>come
Help needed: can you explain the structure urban design at uoft?,143,train,
Help needed: can explain the structure of urban design uoft?,143,train,
Quick question: can you explain the structure of urban design at uoft?,143,dev,
Could you tell me can you explain the structure of applied computing uoft?,144,train,
can you explain structure of applied computing at uoft?,144,train,
Could you tell me can you explain structure applied computing at uoft?,144,dev,
can you explain the structure of forest conservation uoft? Thanks.,145,train,
Help needed: can you explain the structure of forest conservation at uoft?,145,train,
can you explain the structure of forest conservation uoft?,145,dev,
what subjects study occupational therapy uoft?,146,train,
what subjects will i study occupational therapy uoft? Thanks.,146,train,
Quick question: what subjects will study in occupational therapy at uoft?,146,dev,
what subjects i survey minors and certificates at uoft? Any idea?,147,train,study>survey
"Hi, what subjects will i survey in minors certificates uoft?",147,train,study>survey
Could you tell me what subjects survey minors certificates at uoft?,147,dev,study>survey
Quick question: what sort of research is come in health informatics at uoft?,148,train,kind>sort done>come
"Hi, what sort of research is come in health informatics at uoft?",148,train,kind>sort done>come
Quick question: what sort of research is come health informatics at uoft?,148,dev,kind>sort done>come
what topic will i survey in two year mmpa at uoft? Any idea?,149,train,subjects>topic study>survey
what topic will i survey in two year mmpa at uoft? Thanks.,149,train,subjects>topic study>survey
"Hi, what topic i survey two year mmpa at uoft?",149,dev,subjects>topic study>survey
Could you tell me what sort of research come art history at uoft?,150,train,kind>sort done>come
what sort of research is come in art history at uoft? Any idea?,150,train,kind>sort done>come
Help needed: what sort of research is come in art history at uoft?,150,dev,kind>sort done>come
describe the health informatics curriculum at uoft? Any idea?,151,train,
Could you tell me describe the health informatics curriculum at uoft?,151,train,
Help needed: describe the health informatics curriculum uoft?,151,dev,
what sort research come school and clinical child psychology at uoft? Thanks.,152,train,kind>sort done>come
Help needed: what sort of research come in school and clinical child psychology at uoft?,152,train,kind>sort done>come
Help needed: what sort of research is come in school and clinical child psychology at uoft?,152,dev,kind>sort done>come
Quick question: can you explain structure application deadlines closing dates at uoft?,153,train,
Help needed: can you explain structure of application deadlines closing dates at uoft?,153,train,
Quick question: can explain structure of application deadlines closing dates at uoft?,153,dev,
can you explain the structure health policy management and evaluation at uoft? Any idea?,154,train,
Quick question: can you explain the structure of health policy management and evaluation uoft?,154,train,
can you explain structure of health policy management and evaluation at uoft?,154,dev,
Quick question: what are vocation prognosis for drama theatre and performance studies alum from uoft?,155,train,career>vocation prospects>prognosis graduates>alum
Could you tell me what are the vocation prognosis for drama theatre and performance studies alumnus uoft?,155,train,career>vocation prospects>prognosis graduates>alumnus
Could you tell me what the vocation prognosis for drama theatre and performance studies alumna from uoft?,155,dev,career>vocation prospects>prognosis graduates>alumna
Help needed: what can i do with a degree in counselling psychology from uoft?,156,train,
what can i do a degree in counselling psychology uoft? Any idea?,156,train,
what can i do a degree in counselling psychology from uoft? Thanks.,156,dev,
Quick question: what are the admission demand for industrial engineering uoft?,157,train,requirements>demand
Quick question: what are admission prerequisite for industrial engineering uoft?,157,train,requirements>prerequisite
what are the admission demand for industrial engineering at uoft? Any idea?,157,dev,requirements>demand
Could you tell me what are admission prerequisite two year mmpa at uoft?,158,train,requirements>prerequisite
what the admission prerequisite for two year mmpa at uoft? Thanks.,158,train,requirements>prerequisite
Quick question: what are admission demand for two year mmpa at uoft?,158,dev,requirements>demand
Quick question: what sort research is come in molecular genetics uoft?,159,train,kind>sort done>come
"Hi, what sort research is come molecular genetics at uoft?",159,train,kind>sort done>come
Quick question: what sort of research come molecular genetics uoft?,159,dev,kind>sort done>come
Could you tell me what the vocation prognosis germanic languages and literatures alumna from uoft?,160,train,career>vocation prospects>prognosis graduates>alumna
what are the vocation prognosis for germanic languages literatures alumna from uoft? Thanks.,160,train,career>vocation prospects>prognosis graduates>alumna
Could you tell me what are the vocation prognosis for germanic languages and literatures alumnus from uoft?,160,dev,career>vocation prospects>prognosis graduates>alumnus
what are the research strengths of educational leadership policy at uoft?,161,train,
Could you tell me what are research strengths of educational leadership and policy at uoft?,161,train,
"Hi, what are the research strengths of educational leadership and policy at uoft?",161,dev,
what the admission prerequisite for global professional law uoft? Thanks.,162,train,requirements>prerequisite
what are admission prerequisite for global professional law uoft? Thanks.,162,train,requirements>prerequisite
what are the admission prerequisite for global professional law at uoft? Thanks.,162,dev,requirements>prerequisite
Could you tell me what subjects i study in child study and education at uoft?,163,train,
Help needed: what subjects will i study child study and education at uoft?,163,train,
Could you tell me what subjects will study in child study and education at uoft?,163,dev,
Help needed: what are the admission demand for mechanical engineering at uoft?,164,train,requirements>demand
what are the admission demand for mechanical engineering at uoft? Any idea?,164,train,requirements>demand
what are the admission demand for mechanical engineering uoft?,164,dev,requirements>demand
"Hi, what can i do a degree in health informatics from uoft?",165,train,
"Hi, what i with a degree in health informatics from uoft?",165,train,
Quick question: what can i do with a degree in health informatics uoft?,165,dev,
Quick question: what topic study in ihrp clinic course at uoft?,166,train,subjects>topic
what topic study in ihrp clinic course at uoft?,166,train,subjects>topic
Quick question: what topic will study ihrp clinic course at uoft?,166,dev,subjects>topic
"Hi, what sort of research is done professional development uoft?",167,train,kind>sort
what sort of research is done in professional development at uoft? Any idea?,167,train,kind>sort
Could you tell me what sort of research is done in professional development at uoft?,167,dev,kind>sort
Help needed: can you explain the structure art history at uoft?,168,train,
Could you tell me can explain the structure of art history at uoft?,168,train,
Quick question: can you explain structure of art history at uoft?,168,dev,
Quick question: what do with a degree engineering science undergraduate program uoft?,169,train,
Could you tell me what i do with a degree in engineering science undergraduate program from uoft?,169,train,
Could you tell me what can i do with degree in engineering science undergraduate program from uoft?,169,dev,
what sort of research is come in zheming taro cai at uoft?,170,train,kind>sort done>come
"Hi, what sort of research is come zheming taro cai at uoft?",170,train,kind>sort done>come
what sort of research is come zheming taro cai at uoft?,170,dev,kind>sort done>come
Quick question: what sort research is come in applied computing at uoft?,171,train,kind>sort done>come
Could you tell me what sort of research is come in applied computing at uoft?,171,train,kind>sort done>come
what sort of research is come in applied computing at uoft?,171,dev,kind>sort done>come
what subjects study higher education at uoft? Thanks.,172,train,
Could you tell me what subjects will i study in higher education at uoft?,172,train,
what subjects will i study in higher education at uoft? Thanks.,172,dev,
Quick question: what are admission prerequisite for master of landscape architecture uoft?,173,train,requirements>prerequisite
what are the admission prerequisite for master of landscape architecture at uoft? Thanks.,173,train,requirements>prerequisite
Quick question: what are the admission prerequisite for master of landscape architecture uoft?,173,dev,requirements>prerequisite
what sort of research is come phd forestry uoft? Any idea?,174,train,kind>sort done>come
what sort of research is come in phd in forestry at uoft?,174,train,kind>sort done>come
what sort research is come phd in forestry at uoft?,174,dev,kind>sort done>come
Could you tell me what sort of research is come in history at uoft?,175,train,kind>sort done>come
what sort research is come in history at uoft? Thanks.,175,train,kind>sort done>come
what sort of research is come history at uoft? Any idea?,175,dev,kind>sort done>come
Quick question: can you explain the structure of management phd at uoft?,176,train,
Could you tell me can you explain structure of management phd uoft?,176,train,
Could you tell me can you explain the structure of management phd at uoft?,176,dev,
Help needed: what are admission prerequisite for spanish at uoft?,177,train,requirements>prerequisite
Could you tell me what are the admission demand spanish at uoft?,177,train,requirements>demand
what are the admission demand for spanish at uoft? Any idea?,177,dev,requirements>demand
Could you tell me what sort of research is come geography at uoft?,178,train,kind>sort done>come
what sort of research is come in geography at uoft?,178,train,kind>sort done>come
Quick question: what sort research is come geography uoft?,178,dev,kind>sort done>come
what can i do with degree in history from uoft? Thanks.,179,train,
Help needed: what can i do with a degree in history from uoft?,179,train,
Could you tell me what do with a degree history from uoft?,179,dev,
can you explain structure linguistics at uoft?,180,train,
Help needed: can you explain structure of linguistics at uoft?,180,train,
can you explain the structure of linguistics uoft? Any idea?,180,dev,
Could you tell me can you explain the structure of astronomy and astrophysics at uoft?,181,train,
Help needed: can you explain the structure astronomy astrophysics uoft?,181,train,
"Hi, can explain the structure of astronomy astrophysics uoft?",181,dev,
what topic i study capstone at uoft? Any idea?,182,train,subjects>topic
Help needed: what topic i study in capstone at uoft?,182,train,subjects>topic
Quick question: what topic will i study in capstone at uoft?,182,dev,subjects>topic
"Hi, what sort of research is come dentistry specialty training at uoft?",183,train,kind>sort done>come
Help needed: what sort research is come in dentistry specialty training at uoft?,183,train,kind>sort done>come
what sort of research is come in dentistry with specialty training uoft? Thanks.,183,dev,kind>sort done>come
what topic i study in counselling psychology at uoft?,184,train,subjects>topic
Help needed: what topic will i study counselling psychology at uoft?,184,train,subjects>topic
Help needed: what topic i study in counselling psychology at uoft?,184,dev,subjects>topic
Could you tell me what topic will i survey fase technical emphases at uoft?,185,train,subjects>topic study>survey
what topic will i survey fase technical emphases at uoft? Thanks.,185,train,subjects>topic study>survey
Help needed: what topic will i survey fase technical emphases at uoft?,185,dev,subjects>topic study>survey
Help needed: what the research region in counselling clinical psychology at utsc at uoft?,186,train,areas>region
Quick question: what are the research region in counselling clinical psychology at utsc at uoft?,186,train,areas>region
Could you tell me what are the research region counselling clinical psychology at utsc uoft?,186,dev,areas>region
Help needed: what are admission prerequisite master of architecture post professional uoft?,187,train,requirements>prerequisite
Help needed: what are the admission prerequisite master of architecture post professional at uoft?,187,train,requirements>prerequisite
"Hi, what admission prerequisite for master of architecture post professional at uoft?",187,dev,requirements>prerequisite
can explain the structure of phd in forestry at uoft? Any idea?,188,train,
"Hi, can you explain the structure of phd in forestry at uoft?",188,train,
Could you tell me can you explain the structure phd in forestry at uoft?,188,dev,
"Hi, can you explain the structure of chemistry at uoft?",189,train,
can you explain the structure of chemistry uoft?,189,train,
Help needed: can you explain the structure chemistry at uoft?,189,dev,
what makes postdoctoral studies in school of architecture curriculum at mcgill unequaled? Any idea?,190,train,program>curriculum unique>unequaled
Help needed: what makes the postdoctoral studies in the school architecture curriculum at mcgill unequaled?,190,train,program>curriculum unique>unequaled
what makes the postdoctoral studies in the school of architecture curriculum at mcgill unequaled?,190,dev,program>curriculum unique>unequaled
Help needed: what are admission prerequisite canadian law in a global context at uoft?,191,train,requirements>prerequisite
Quick question: what are the admission demand for canadian law a global context uoft?,191,train,requirements>demand
Quick question: what admission prerequisite for canadian law in a global context at uoft?,191,dev,requirements>prerequisite
"Hi, what research opportunities exist in postdoctoral studies in the school of architecture mcgill?",192,train,
what research opportunities exist in postdoctoral studies in the school of architecture mcgill?,192,train,
Could you tell me what research opportunities exist in postdoctoral studies in the school architecture at mcgill?,192,dev,
can you explain structure of civil engineering undergraduate program uoft? Thanks.,193,train,
"Hi, can explain the structure of civil engineering undergraduate program at uoft?",193,train,
Could you tell me can you explain the structure civil engineering undergraduate program at uoft?,193,dev,
what sort of research is come in master of forest conservation at uoft? Thanks.,194,train,kind>sort done>come
what sort of research is come in master of forest conservation uoft?,194,train,kind>sort done>come
Could you tell me what sort of research is come in master of forest conservation at uoft?,194,dev,kind>sort done>come
Quick question: can you explain structure pro bono students canada pbsc at uoft?,195,train,
Help needed: can you explain structure of pro bono students canada pbsc at uoft?,195,train,
can you explain structure of pro bono students canada pbsc at uoft? Any idea?,195,dev,
what the admission prerequisite for phd in architecture landscape and design at uoft? Thanks.,196,train,requirements>prerequisite
Could you tell me what are the admission prerequisite for phd architecture landscape design uoft?,196,train,requirements>prerequisite
Help needed: what are admission prerequisite for phd architecture landscape and design at uoft?,196,dev,requirements>prerequisite
what courses are provide slavic east european languages cultures at uoft? Any idea?,197,train,offered>provide
Quick question: what courses provide in slavic and east european languages and cultures at uoft?,197,train,offered>provide
what courses are provide in slavic east european languages cultures at uoft? Any idea?,197,dev,offered>provide
what can i do with degree in civil engineering undergraduate program uoft?,198,train,
what can i do a degree in civil engineering undergraduate program from uoft? Any idea?,198,train,
what can i do with a degree in civil engineering undergraduate program from uoft? Thanks.,198,dev,
"Hi, what sort of research is come in astronomy and astrophysics at uoft?",199,train,kind>sort done>come
"Hi, what sort of research come in astronomy and astrophysics at uoft?",199,train,kind>sort done>come
what sort of research is come astronomy and astrophysics at uoft? Thanks.,199,dev,kind>sort done>come
Quick question: what subjects will i study in industrial engineering undergraduate program at uoft?,200,train,
"Hi, what subjects will i study industrial engineering undergraduate program at uoft?",200,train,
what subjects will study in industrial engineering undergraduate program at uoft? Any idea?,200,dev,
what subjects i study in engineering science undergraduate program at uoft? Thanks.,201,train,
Quick question: what subjects will study in engineering science undergraduate program at uoft?,201,train,
Quick question: what subjects will i study engineering science undergraduate program uoft?,201,dev,
Quick question: what can i do with a degree museum studies uoft?,202,train,
"Hi, what can i do with a degree museum studies from uoft?",202,train,
what can i do with a degree in museum studies from uoft? Any idea?,202,dev,
what sort of research is come in political science at uoft? Any idea?,203,train,kind>sort done>come
Quick question: what sort of research is come political science at uoft?,203,train,kind>sort done>come
"Hi, what sort research come political science at uoft?",203,dev,kind>sort done>come
Quick question: what topic will study in pharmaceutical sciences at uoft?,204,train,subjects>topic
what topic will i study in pharmaceutical sciences at uoft? Any idea?,204,train,subjects>topic
Quick question: what topic will i study in pharmaceutical sciences at uoft?,204,dev,subjects>topic
"Hi, what can i do with a degree mineral engineering undergraduate program uoft?",205,train,
Quick question: what i do with a degree in mineral engineering undergraduate program from uoft?,205,train,
Quick question: what can do a degree in mineral engineering undergraduate program from uoft?,205,dev,
Quick question: what are the admission prerequisite physical therapy uoft?,206,train,requirements>prerequisite
"Hi, what are admission demand physical therapy at uoft?",206,train,requirements>demand
Quick question: what are the admission demand for physical therapy at uoft?,206,dev,requirements>demand
what sort of research is come in chemical engineering undergraduate program at uoft? Thanks.,207,train,kind>sort done>come
what sort research come in chemical engineering undergraduate program at uoft? Thanks.,207,train,kind>sort done>come
Could you tell me what sort of research come chemical engineering undergraduate program at uoft?,207,dev,kind>sort done>come
"Hi, what can i do with a degree in forest conservation from uoft?",208,train,
what i do with a degree in forest conservation from uoft?,208,train,
"Hi, what i do with a degree in forest conservation from uoft?",208,dev,
what are the admission demand for one year mmpa uoft? Any idea?,209,train,requirements>demand
Could you tell me what are the admission demand for one year mmpa at uoft?,209,train,requirements>demand
Could you tell me what admission demand for one year mmpa uoft?,209,dev,requirements>demand
Could you tell me what can do with a degree global affairs uoft?,210,train,
Quick question: what can i do a degree in global affairs from uoft?,210,train,
Could you tell me what can i do a degree global affairs from uoft?,210,dev,
Quick question: what can i do with a degree public policy uoft?,211,train,
"Hi, what i do with a degree in public policy uoft?",211,train,
Quick question: what can i with a degree public policy uoft?,211,dev,
what are the vocation prognosis for bachelor of arts visual studies alumna from uoft? Any idea?,212,train,career>vocation prospects>prognosis graduates>alumna
Help needed: what are the vocation prognosis bachelor of arts visual studies alumna uoft?,212,train,career>vocation prospects>prognosis graduates>alumna
Could you tell me what are vocation prognosis bachelor of arts visual studies alumna from uoft?,212,dev,career>vocation prospects>prognosis graduates>alumna
"Hi, what are the vocation prognosis pro bono students canada pbsc alumnus uoft?",213,train,career>vocation prospects>prognosis graduates>alumnus
what are the vocation prognosis for pro bono students canada pbsc alumnus from uoft? Any idea?,213,train,career>vocation prospects>prognosis graduates>alumnus
what the vocation prognosis pro bono students canada pbsc alumnus uoft? Thanks.,213,dev,career>vocation prospects>prognosis graduates>alumnus
what topic survey in health policy management and evaluation uoft? Thanks.,214,train,subjects>topic study>survey
what topic will i survey in health policy management and evaluation at uoft? Thanks.,214,train,subjects>topic study>survey
Could you tell me what topic i survey in health policy management evaluation at uoft?,214,dev,subjects>topic study>survey
"Hi, what subjects will i study in civil engineering undergraduate program at uoft?",215,train,
"Hi, what subjects i study in civil engineering undergraduate program uoft?",215,train,
"Hi, what subjects i study in civil engineering undergraduate program at uoft?",215,dev,
Help needed: what are the admission prerequisite for laws law in action within schools at uoft?,216,train,requirements>prerequisite
Quick question: what are admission prerequisite laws law in action within schools uoft?,216,train,requirements>prerequisite
what the admission prerequisite for laws law action within schools at uoft?,216,dev,requirements>prerequisite
Help needed: can you explain the structure of electrical computer engineering undergraduate program uoft?,217,train,
Help needed: can you explain structure of electrical computer engineering undergraduate program at uoft?,217,train,
Quick question: can you explain the structure electrical computer engineering undergraduate program at uoft?,217,dev,
what subjects study in electrical computer engineering undergraduate program at uoft? Any idea?,218,train,
what subjects will i study electrical computer engineering undergraduate program at uoft? Thanks.,218,train,
Help needed: what subjects will study in electrical computer engineering undergraduate program at uoft?,218,dev,
"Hi, what sort of research is come in innovation law and technology at uoft?",219,train,kind>sort done>come
Could you tell me what sort research come in innovation law and technology at uoft?,219,train,kind>sort done>come
"Hi, what sort research come in innovation law and technology uoft?",219,dev,kind>sort done>come
what sort of research is come in global professional law at uoft? Any idea?,220,train,kind>sort done>come
what sort of research is come in global professional law at uoft? Thanks.,220,train,kind>sort done>come
Help needed: what sort of research is come in global professional law at uoft?,220,dev,kind>sort done>come
Quick question: what sort of research is done in master of applied science masc at uoft?,221,train,kind>sort
what sort of research is done in master of applied science masc at uoft? Any idea?,221,train,kind>sort
"Hi, what sort of research is done master applied science masc at uoft?",221,dev,kind>sort
Quick question: what are the vocation prognosis for speech language pathology research graduates from uoft?,222,train,career>vocation prospects>prognosis
what are the vocation prognosis for speech language pathology research graduates from uoft? Thanks.,222,train,career>vocation prospects>prognosis
"Hi, what are the vocation prognosis for speech language pathology research graduates uoft?",222,dev,career>vocation prospects>prognosis
can you explain the structure of katie filek at uoft? Any idea?,223,train,
can explain the structure of katie filek at uoft? Thanks.,223,train,
Help needed: can you explain the structure of katie filek at uoft?,223,dev,
what are research region in electrical computer engineering undergraduate program at uoft? Thanks.,224,train,areas>region
what the research region in electrical computer engineering undergraduate program at uoft?,224,train,areas>region
Quick question: what the research region in electrical computer engineering undergraduate program uoft?,224,dev,areas>region
Could you tell me what sort research come in anishinaabe law camp uoft?,225,train,kind>sort done>come
what sort of research is come anishinaabe law camp uoft?,225,train,kind>sort done>come
"Hi, what sort of research is come in anishinaabe law camp uoft?",225,dev,kind>sort done>come
can you explain the structure zheming taro cai at uoft? Any idea?,226,train,
can explain structure of zheming taro cai at uoft?,226,train,
Help needed: can explain the structure of zheming taro cai at uoft?,226,dev,
Could you tell me what can i with a degree in katie filek from uoft?,227,train,
Quick question: what can do with a degree in katie filek from uoft?,227,train,
Could you tell me what i do with a degree katie filek uoft?,227,dev,
Quick question: what are the vocation prognosis for genetic counselling graduates uoft?,228,train,career>vocation prospects>prognosis
what are the vocation prognosis for genetic counselling graduates from uoft? Any idea?,228,train,career>vocation prospects>prognosis
what are vocation prognosis genetic counselling graduates from uoft?,228,dev,career>vocation prospects>prognosis
what research chance exist in graduate courses auditing non degree students visitors at uoft? Thanks.,229,train,opportunities>chance
Could you tell me what research chance exist in graduate courses auditing non degree students visitors uoft?,229,train,opportunities>chance
Quick question: what research chance exist in graduate courses auditing non degree students visitors at uoft?,229,dev,opportunities>chance
"Hi, what can i do with a degree in child study and education from uoft?",230,train,
Quick question: what can i do with a degree child study and education from uoft?,230,train,
Could you tell me what i do with degree in child study education from uoft?,230,dev,
Could you tell me how can i implement to kawaskimhon moot at uoft?,231,train,apply>implement
how can i use kawaskimhon moot uoft? Thanks.,231,train,apply>use
Quick question: how can use to kawaskimhon moot uoft?,231,dev,apply>use
"Hi, what can i do with a degree in anishinaabe law camp from uoft?",232,train,
Quick question: what i do a degree anishinaabe law camp from uoft?,232,train,
Help needed: what can i do with a degree in anishinaabe law camp from uoft?,232,dev,
what subjects will study in english at uoft?,233,train,
what subjects will study in english uoft?,233,train,
Quick question: what subjects will study in english at uoft?,233,dev,
Quick question: can explain the structure of materials engineering undergraduate program at uoft?,234,train,
can you explain the structure of materials engineering undergraduate program uoft? Any idea?,234,train,
Could you tell me can you explain structure of materials engineering undergraduate program uoft?,234,dev,
Could you tell me what sort of research is come in music at uoft?,235,train,kind>sort done>come
what sort research is come in music at uoft?,235,train,kind>sort done>come
"Hi, what sort of research is come in music at uoft?",235,dev,kind>sort done>come
what i do with a degree communications mcgill?,236,train,
what can i do with a degree communications mcgill? Any idea?,236,train,
what i do a degree communications mcgill? Thanks.,236,dev,
what sort of research come physics at uoft? Thanks.,237,train,kind>sort done>come
Quick question: what sort of research come physics uoft?,237,train,kind>sort done>come
Could you tell me what sort of research is come in physics at uoft?,237,dev,kind>sort done>come
what sort of research is come in finance at uoft? Any idea?,238,train,kind>sort done>come
what sort of research come finance at uoft? Any idea?,238,train,kind>sort done>come
what sort research is come in finance uoft?,238,dev,kind>sort done>come
"Hi, what do with a degree in chemistry from uoft?",239,train,
what can i do a degree in chemistry from uoft? Any idea?,239,train,
Quick question: what can do a degree in chemistry from uoft?,239,dev,
what curriculum study should i implement? Thanks.,240,train,program>curriculum apply>implement
what curriculum study should i use to? Thanks.,240,train,program>curriculum apply>use
"Hi, what curriculum of study should i implement to?",240,dev,program>curriculum apply>implement
do i have to be a instructor to use to oise?,241,train,teacher>instructor apply>use
Could you tell me do i have to be a instructor to use to oise?,241,train,teacher>instructor apply>use
do i be instructor to employ to oise? Thanks.,241,dev,teacher>instructor apply>employ
Could you tell me i m an international applicant there extra application prerequisite i want to love?,242,train,additional>extra requirements>prerequisite need>want know>love
i m an international applicant extra application prerequisite i ask to love? Thanks.,242,train,additional>extra requirements>prerequisite need>ask know>love
i m international applicant are there extra application prerequisite i want acknowledge?,242,dev,additional>extra requirements>prerequisite need>want know>acknowledge
what is the difference between particular pupil and a regular pupil? Thanks.,243,train,special>particular student>pupil student>pupil
Help needed: what is the difference between a extra pupil and a regular pupil?,243,train,special>extra student>pupil student>pupil
what the difference between a extra pupil and a regular pupil? Thanks.,243,dev,special>extra student>pupil student>pupil
can courses i thorough as a extra student credited to degree plan and fees i give? Any idea?,244,train,complete>thorough special>extra program>plan pay>give
Quick question: can courses i thorough as extra student be credited to a degree curriculum fees i give?,244,train,complete>thorough special>extra program>curriculum pay>give
can courses i thorough as a exceptional student be credited a degree plan and fees i salary? Thanks.,244,dev,complete>thorough special>exceptional program>plan pay>salary
Quick question: should talk with an oise professor before submitting my application?,245,train,speak>talk
Quick question: should i talk with oise professor before submitting my application?,245,train,speak>talk
should i talk with an oise professor before submitting my application?,245,dev,speak>talk
Help needed: i m presently enrolled in postgraduate curriculum can i transfer to oise come credit for studies?,246,train,currently>presently graduate>postgraduate program>curriculum get>come
i m presently enrolled postgraduate curriculum can i transfer to oise and take credit my studies? Any idea?,246,train,currently>presently graduate>postgraduate program>curriculum get>take
"Hi, i m presently enrolled in a postgraduate curriculum transfer to oise and come credit for my studies?",246,dev,currently>presently graduate>postgraduate program>curriculum get>come
does the government canada s cap on survey licence international students use to oise curriculum? Any idea?,247,train,study>survey permits>licence apply>use programs>curriculum
Could you tell me does the government of canada s cap on survey license for international students implement to oise curriculum?,247,train,study>survey permits>license apply>implement programs>curriculum
does the government of canada s cap on survey licence for international students use to oise curriculum? Thanks.,247,dev,study>survey permits>licence apply>use programs>curriculum
"Hi, the online admission application wo not get me use to the plan i need s erroneous?",248,train,let>get apply>use program>plan want>need wrong>erroneous
the online admission application wo not allow me use the curriculum i need what s incorrect?,248,train,let>allow apply>use program>curriculum want>need wrong>incorrect
the online admission application wo not allow me use curriculum need what s misguided?,248,dev,let>allow apply>use program>curriculum want>need wrong>misguided
Help needed: i wishing to utilize to several curriculum can i?,249,train,want>wishing apply>utilize programs>curriculum
"Hi, i wish to implement to several curriculum can i?",249,train,want>wish apply>implement programs>curriculum
i wishing to use to several curriculum? Thanks.,249,dev,want>wishing apply>use programs>curriculum
can i use the correct same curriculum twice?,250,train,apply>use exact>correct program>curriculum
"Hi, can use to the correct same curriculum twice?",250,train,apply>use exact>correct program>curriculum
can use to correct same plan twice?,250,dev,apply>use exact>correct program>plan
i applied last year i m current onetime oise student i to re present papers?,251,train,former>onetime submit>present documents>papers
i applied last year m a current or onetime oise student do i have to re present papers? Any idea?,251,train,former>onetime submit>present documents>papers
i applied last year i m a current onetime oise student do i to re take papers? Any idea?,251,dev,former>onetime submit>take documents>papers
Help needed: how much is fee to employ and do have to pay it?,252,train,apply>employ
Help needed: how much is the fee to use do i to pay it?,252,train,apply>use
how much is the fee enforce do i have to pay it? Thanks.,252,dev,apply>enforce
Quick question: what just is 10 day period i have present endorse papers?,253,train,exactly>just submit>present supporting>endorse documents>papers
what just is the 10 day period i have to take my endorse papers? Any idea?,253,train,exactly>just submit>take supporting>endorse documents>papers
Help needed: what just is 10 day period have to take my encouraging papers?,253,dev,exactly>just submit>take supporting>encouraging documents>papers
Could you tell me what i ca not take an official copy?,254,train,get>take transcript>copy
Quick question: what if i ca not find an official copy?,254,train,get>find transcript>copy
Could you tell me what if i ca not take official copy?,254,dev,get>take transcript>copy
Help needed: i opt to take an official copy rather of uploading an unconfirmed one that alright?,255,train,prefer>opt submit>take transcript>copy instead>rather unofficial>unconfirmed okay>alright
Help needed: i opt to take official copy rather of uploading an informal one is that alright?,255,train,prefer>opt submit>take transcript>copy instead>rather unofficial>informal okay>alright
Help needed: i choose to take an official copy rather of uploading an unconfirmed one is that alright?,255,dev,prefer>choose submit>take transcript>copy instead>rather unofficial>unconfirmed okay>alright
Could you tell me my ongoing copy demonstrate courses in advancement should i take another copy when new class become usable?,256,train,current>ongoing transcript>copy shows>demonstrate progress>advancement submit>take transcript>copy grades>class available>usable
Quick question: my ongoing copy indicate courses in advancement i present another copy new class become usable?,256,train,current>ongoing transcript>copy shows>indicate progress>advancement submit>present transcript>copy grades>class available>usable
Help needed: my ongoing copy indicate courses advancement present another copy when new class become usable?,256,dev,current>ongoing transcript>copy shows>indicate progress>advancement submit>present transcript>copy grades>class available>usable
"Hi, my degree includes transfer credit exchange report is copy for want?",257,train,study>report transcript>copy needed>want
Help needed: my degree includes transfer credit exchange survey is a copy that required?,257,train,study>survey transcript>copy needed>required
