query,is_answerable,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_top1_correct,tfidf_correct_answer,w2v_mean_predicted_faq_id,w2v_mean_similarity,w2v_mean_accepted,w2v_mean_top1_correct,w2v_mean_correct_answer,w2v_tfidf_predicted_faq_id,w2v_tfidf_similarity,w2v_tfidf_accepted,w2v_tfidf_top1_correct,w2v_tfidf_correct_answer,pw2v_mean_predicted_faq_id,pw2v_mean_similarity,pw2v_mean_accepted,pw2v_mean_top1_correct,pw2v_mean_correct_answer,pw2v_tfidf_predicted_faq_id,pw2v_tfidf_similarity,pw2v_tfidf_accepted,pw2v_tfidf_top1_correct,pw2v_tfidf_correct_answer,rnn_predicted_faq_id,rnn_similarity,rnn_accepted,rnn_top1_correct,rnn_correct_answer,bilstm_predicted_faq_id,bilstm_similarity,bilstm_accepted,bilstm_top1_correct,bilstm_correct_answer
I need guidance on this matter: it says in my Engineering Applicant Portal that I will be receiving a funding award for first year -- do I have to do something to get this.,True,470,470,0.8397827413089497,True,True,True,470,0.9927911104775674,True,True,True,470,0.9912508254771225,True,True,True,470,0.972463838672784,True,True,True,470,0.9656481211434569,True,True,True,305,0.668846769818148,False,False,False,242,0.6470306069744571,False,False,False
I need guidance on this matter: how should I settle the amount the submission fee.,True,418,418,0.5576926899318295,True,True,True,418,0.9419696111526069,True,True,True,418,0.9233401308981593,False,True,False,418,0.8552511015207904,False,True,False,252,0.8637007635008567,True,False,False,418,0.7278545937493879,False,True,False,419,0.7034320457047736,False,False,False
Please clarify the following point: i received an offer to a degree or U of T university grounds that I didn't put in an application to. What does this mean.,True,353,353,0.7559605628356976,True,True,True,353,0.9759144655882716,True,True,True,353,0.9771682336969407,True,True,True,353,0.9463006590684332,True,True,True,353,0.9334206173872659,True,True,True,470,0.7281311098144959,False,False,False,353,0.6036788972116722,False,True,False
Would it be possible to clap or cheer during the convocation ceremony?,True,280,280,0.8311568156455919,True,True,True,421,0.9252358312402293,False,False,False,280,0.9356295949209498,False,True,False,280,0.9318604625418545,True,True,True,280,0.9606736174414898,True,True,True,280,0.9225293431377801,True,True,True,280,0.9450713656742897,True,True,True
Which areas of learning belong to Dalla Lana School of Public Health?,True,80,80,0.7318223065766176,True,True,True,95,0.8986657959870384,False,False,False,80,0.9436388840933387,False,True,False,80,0.8170406863353361,False,True,False,80,0.8876065954174053,True,True,True,114,0.7348558693614605,False,False,False,259,0.6803931727442827,False,False,False
Is it permitted to modify my class timetable?,True,465,465,0.4235022727373807,False,True,False,384,0.8985275784786108,False,False,False,496,0.894882195137223,False,False,False,465,0.7940729622274286,False,True,False,465,0.8134372678586135,True,True,True,493,0.6775218859972071,False,False,False,386,0.6360078595425228,False,False,False
How do I replace a car battery?,False,,500,0.45828238129496884,False,False,False,262,0.9318362889852206,True,False,False,262,0.8787584672088696,False,False,False,286,0.7333183989720113,False,False,False,286,0.7868451626428672,False,False,False,379,0.49033390162327484,False,False,False,264,0.6728900763746112,False,False,False
Would it be possible to make use of the Money on Shipment transaction choice for every item I order on Flipkart?,False,,458,0.24241012501811218,False,False,False,369,0.9421906967045834,True,False,False,379,0.9362067688532274,False,False,False,337,0.7985956510931065,False,False,False,337,0.7976270069243003,False,False,False,349,0.7879209111632048,False,False,False,258,0.5964105583562421,False,False,False
Which page should someone visit to get details on applying for a post-graduate work permit (PGWP)?,True,460,460,0.7615069605991126,True,True,True,458,0.9352574187337727,True,False,False,460,0.9462655258803553,False,True,False,460,0.9082632697588657,True,True,True,460,0.9341825041599205,True,True,True,309,0.6073453818331298,False,False,False,460,0.816603586180632,True,True,True
I need guidance on this matter: how will I locate out how many transfer credits I have received.,True,387,387,0.8433226911981558,True,True,True,387,0.9885732067747195,True,True,True,387,0.9865838447885101,True,True,True,387,0.9542088002090917,True,True,True,387,0.9605800288153099,True,True,True,387,0.9187454456082631,True,True,True,387,0.7831114078109515,True,True,True
"How do people who finish Drama, Theatre and Performance Studies progress professionally?",True,155,32,0.5999994145457457,True,False,False,445,0.8204931701075991,False,False,False,132,0.8748852432518504,False,False,False,132,0.8230248547275381,False,False,False,132,0.8652649543168479,True,False,False,262,0.535003547205776,False,False,False,109,0.610706259289892,False,False,False
Describe for me My academic records are in a language other than English. Shall I also submit English translations of my documents.,True,427,427,0.9379999200158823,True,True,True,427,0.9882125714910454,True,True,True,427,0.9894213542786228,True,True,True,427,0.9866232458345494,True,True,True,427,0.9816932158537665,True,True,True,427,0.9991222673081926,True,True,True,427,0.9640243156892578,True,True,True
Clarify what charging choices are on offer with Ather 2-wheelers. Is there a separate charge associated with it.,False,,446,0.268588680624836,False,False,False,362,0.9022968411746247,False,False,False,490,0.9205137029229044,False,False,False,335,0.7148044945654155,False,False,False,339,0.7279798560409187,False,False,False,324,0.6499758606966352,False,False,False,100,0.5198114393448432,False,False,False
Give me the details of an Extra.,True,392,392,0.590181418467026,True,True,True,354,0.8870531138861621,False,False,False,259,0.9099032423872433,False,False,False,392,0.6972927097541803,False,True,False,392,0.7993905525433079,False,True,False,392,0.8082581441492623,True,True,True,392,0.6354604346858036,False,True,False
Am I allowed to forfeit awarded transfer credit?,True,393,393,0.8940167298217915,True,True,True,393,0.9189126090810027,False,True,False,393,0.9668426140504228,True,True,True,393,0.9178715083293553,True,True,True,393,0.9575273448709634,True,True,True,393,0.8892479216534497,True,True,True,393,0.8604900918066596,True,True,True
"Which jobs tend to follow Bachelor of Arts, Visual Studies?",True,212,42,0.6733628065135215,True,False,False,2,0.896122369688806,False,False,False,1,0.9212498483763021,False,False,False,42,0.8344406095516482,False,False,False,42,0.8978424087682801,True,False,False,246,0.705082028373837,False,False,False,53,0.5852102947951847,False,False,False
Which qualifications does Master of Landscape Architecture expect?,True,173,119,0.5768055353825186,True,False,False,173,0.9296836950371183,False,True,False,173,0.9366989859214941,False,True,False,119,0.7793548840835204,False,False,False,119,0.8684781015599964,True,False,False,242,0.678929662099203,False,False,False,77,0.47946493670355644,False,False,False
What is the correct procedure to get my U of T student card?,True,463,463,0.8661192809996436,True,True,True,399,0.9115290351962883,False,False,False,463,0.935801314584628,False,True,False,463,0.8631016576509545,True,True,True,463,0.9618382801208814,True,True,True,463,0.8749033965946035,True,True,True,463,0.851318237638172,True,True,True
"I need guidance on this matter: i'm an overseas student, where can I locate details on learn permits and work permits.",True,473,473,0.7707119294431926,True,True,True,473,0.9798728711773613,True,True,True,473,0.9792038540337713,True,True,True,473,0.9265970892084202,True,True,True,473,0.9303756926143179,True,True,True,455,0.8345699504100673,True,False,False,473,0.8909528606087969,True,True,True
Please clarify the following point: how will I claim guarantee for refurbished items.,False,,379,0.28397084176500414,False,False,False,337,0.8699489421058071,False,False,False,321,0.8728532030926645,False,False,False,253,0.7760729180266255,False,False,False,432,0.663408059001912,False,False,False,377,0.6164865760162944,False,False,False,374,0.46772896929477287,False,False,False
"Should I expect to be considered for all of the programs I applied to at the same time, or only in the purchase I ranked them?",True,337,337,0.9224837778275257,True,True,True,337,0.9877399353611288,True,True,True,337,0.9901407124456884,True,True,True,337,0.9853550024366207,True,True,True,337,0.9881206704150529,True,True,True,337,0.8905828910256703,True,True,True,337,0.8219506328747984,True,True,True
What is the correct procedure to know if I'm already in the UTAlert system?,True,286,286,0.8850890569276132,True,True,True,372,0.9191336891700008,False,False,False,286,0.9447207145359303,False,True,False,286,0.8807305302523,True,True,True,286,0.9516307737647696,True,True,True,286,0.7533563173267578,False,True,False,286,0.7813381120831114,True,True,True
What are today's cricket scores?,False,,360,0.25831419559345936,False,False,False,433,0.8463107569746748,False,False,False,366,0.8676401487456711,False,False,False,360,0.5820413778038779,False,False,False,360,0.5560159278355863,False,False,False,285,0.5490363428136538,False,False,False,330,0.6197577490622111,False,False,False
Describe the way Pro Bono Students Canada (PBSC) is arranged.,True,195,195,0.8053561887613168,True,True,True,195,0.8910550306840063,False,True,False,195,0.9552935943386506,True,True,True,195,0.8480502235349394,False,True,False,195,0.9249610318244861,True,True,True,370,0.5801782093501009,False,False,False,190,0.5528762621066938,False,False,False
Clarify what about residence members who smoke at night? Did you consider their safety having to go off university grounds.,True,311,311,0.9511078792287846,True,True,True,311,0.9954753659074862,True,True,True,311,0.995942127154666,True,True,True,311,0.9705118526533969,True,True,True,311,0.9864389558004548,True,True,True,311,0.7602061291694024,False,True,False,311,0.8544185247679272,True,True,True
I am looking for the right location to get details on the current state of my submission.,True,441,441,0.298681342638385,False,True,False,321,0.9326100862527619,True,False,False,379,0.9269859507856903,False,False,False,441,0.8594759859550405,False,True,False,490,0.7443578085864881,False,False,False,54,0.7033818417197218,False,False,False,267,0.628087225005137,False,False,False
Is it permitted to make changes to my submission after I paid the submission fee?,True,416,416,0.7914839988042016,True,True,True,386,0.9408249846448227,True,False,False,416,0.9481182607457237,False,True,False,416,0.8870522201972474,True,True,True,416,0.9261665941077274,True,True,True,416,0.8082786672026364,True,True,True,416,0.7132411126289504,False,True,False
Please clarify the following point: should I send the results from classes I take in the summer before I start U of T Mississauga.,True,400,400,0.8573185676246794,True,True,True,400,0.9922831014576993,True,True,True,400,0.9917919759720141,True,True,True,400,0.956792797290103,True,True,True,400,0.9292237228447108,True,True,True,400,0.9917827957987476,True,True,True,400,0.8761735974234889,True,True,True
What teaching is provided inside Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field)?,True,34,34,0.7325219679024536,True,True,True,15,0.9722564127202926,True,False,False,15,0.982727720501541,True,False,False,34,0.9537474903642182,True,True,True,34,0.9506851865572981,True,True,True,34,0.5865678089652324,False,True,False,473,0.6144773043928451,False,False,False
"Which areas of learning belong to Drama, Theatre and Performance Studies?",True,132,32,0.6940006563748948,True,False,False,132,0.8633103083103376,False,True,False,132,0.9266220923604654,False,True,False,32,0.8592177225309358,False,False,False,32,0.9113846117561806,True,False,False,2,0.6723803407160306,False,False,False,247,0.4862818445496661,False,False,False
Am I allowed to reactivate my inactive Flipkart profile?,False,,355,0.5020387671808537,True,False,False,276,0.9238034946762244,False,False,False,276,0.884203121937011,False,False,False,355,0.7353016389416095,False,False,False,355,0.7078456138009037,False,False,False,105,0.7134662806130135,False,False,False,452,0.5776343821550313,False,False,False
I need guidance on this matter: the reach details of my referee has changed. As I have already submitted the online submission how can I edit the referee's reach details.,True,434,434,0.7777045333237618,True,True,True,434,0.9831005177114381,True,True,True,434,0.9834359480068443,True,True,True,434,0.9141512321106442,True,True,True,434,0.8831623319091542,True,True,True,431,0.6221420666370456,False,False,False,454,0.4688345972816675,False,False,False
Please clarify the following point: am I required to have a police verify done for my practicum.,True,484,484,0.7377845615736092,True,True,True,484,0.9786772465927395,True,True,True,484,0.9781506535478026,True,True,True,484,0.9231602893652239,True,True,True,484,0.9027726119747104,True,True,True,484,0.9071035617508686,True,True,True,484,0.811849701680506,True,True,True
How is Biotechnology organised?,True,73,73,0.5251971246951342,True,True,True,417,0.7953558270923161,False,False,False,283,0.7724361913909468,False,False,False,148,0.5813318105045724,False,False,False,62,0.8094708504571069,True,False,False,62,0.6395674741053008,False,False,False,371,0.5971284408950759,False,False,False
Please explain should I do if I am unable to move into residence on September 1st as a Jump Start residence student.,True,327,327,0.952399955763572,True,True,True,327,0.9855161003132927,True,True,True,327,0.9927814718221638,True,True,True,327,0.9793701264852022,True,True,True,327,0.9714381347892154,True,True,True,327,0.9718653122523165,True,True,True,327,0.827385015063201,True,True,True
"I need guidance on this matter: i was provided entry to one degree, but now I want to transfer to another. Can I.",True,269,269,0.829402411243161,True,True,True,269,0.9739149912872579,True,True,True,269,0.9703351114267073,True,True,True,269,0.9408980640027971,True,True,True,269,0.9307503570321825,True,True,True,493,0.745821347436363,False,False,False,269,0.8306149563165276,True,True,True
How do I tune an acoustic guitar?,False,,407,0.4147347388672071,False,False,False,264,0.9369570298843101,True,False,False,264,0.8990763531436011,False,False,False,407,0.6322784563765992,False,False,False,407,0.744549771871556,False,False,False,470,0.6329483878719923,False,False,False,127,0.5981887978236692,False,False,False
Which topics are covered inside Electrical and Computer Engineering?,True,43,43,0.5583983006330834,True,True,True,224,0.9033831822830407,False,False,False,43,0.9362397332523991,False,True,False,43,0.7931344047177039,False,True,False,43,0.8543609732319354,True,True,True,61,0.532268779970556,False,False,False,43,0.702347213142103,False,True,False
How do I install solar panels on a roof?,False,,314,0.3831992960320054,False,False,False,500,0.9280240856030793,False,False,False,478,0.8681895399316958,False,False,False,286,0.6527615908957839,False,False,False,343,0.7664176528165113,False,False,False,355,0.6382485741334794,False,False,False,156,0.6360124469412511,False,False,False
"For what reason did I get an email or app alert, but not a text message?",True,298,298,0.8861022827241549,True,True,True,298,0.975062694999148,True,True,True,298,0.9893288522754172,True,True,True,298,0.9762275958165613,True,True,True,298,0.987300734516237,True,True,True,298,0.9672360992639141,True,True,True,298,0.937699025689115,True,True,True
I am trying to follow my purchase for the Hero MotoCorp 2-wheeler after completing my transaction on Flipkart - what is the process?,False,,456,0.4366476487489339,False,False,False,379,0.92546559062884,False,False,False,379,0.9309133607579073,False,False,False,253,0.8195778656675442,False,False,False,456,0.7571475628071336,False,False,False,122,0.7508169130656838,False,False,False,349,0.5696893562609505,False,False,False
For what reason do I require to download Alertable if I already have the University grounds Safety app?,True,295,295,0.7640903525797549,True,True,True,295,0.9710957518240525,True,True,True,295,0.9835152865397276,True,True,True,295,0.9579662046987011,True,True,True,295,0.9397109263357805,True,True,True,295,0.9451168577336154,True,True,True,295,0.8422857631475491,True,True,True
"Give me the details of the difference between an entry category, a degree, and POSt? Can I put in an application directly to my degree or specialist/major/minor.",True,335,335,0.764497664702757,True,True,True,335,0.9388887700649845,True,True,True,335,0.9523363251635281,True,True,True,335,0.9224006957132056,True,True,True,335,0.9412681561248368,True,True,True,335,0.6250616172150592,False,True,False,335,0.8081030246002527,True,True,True
Where can study projects be found in Master of Education in Counselling Psychology; (Global Mental Health & Counselling Psychology Field) Dual Degree Programs?,True,24,24,0.8513380624170777,True,True,True,10,0.9717852891539983,True,False,False,10,0.9802363544358073,True,False,False,24,0.9580750927223989,True,True,True,24,0.9670993037063529,True,True,True,456,0.6555073167692615,False,False,False,24,0.6378707549612309,False,True,False
I want to establish whether class time adjusted to accommodate people who want to go out for a break to smoke or vape.,True,312,312,0.9673492427384045,True,True,True,312,0.9877605904870499,True,True,True,312,0.9946587409642832,True,True,True,312,0.974388546748796,True,True,True,312,0.9891499454046276,True,True,True,312,0.821862951289944,True,True,True,312,0.8375769252452839,True,True,True
Would it be possible to get UTAlerts if I don't work/learn at U of T?,True,287,287,0.6378868770543218,True,True,True,287,0.9521501887938866,True,True,True,287,0.962751868339171,True,True,True,287,0.9260051098409914,True,True,True,287,0.895859461692418,True,True,True,287,0.8348836325783003,True,True,True,316,0.6023129944032771,False,False,False
Which jobs tend to follow Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field)?,True,12,34,0.7465538710789696,True,False,False,24,0.9562100272597992,True,False,False,24,0.9708165958488918,True,False,False,34,0.9183508425636008,True,False,False,34,0.9380394809313919,True,False,False,119,0.7220829338487529,False,False,False,29,0.5807225162232986,False,False,False
I need a clear description of sellers on Flipkart ship internationally.,False,,442,0.32558669181869393,False,False,False,251,0.8932105306727427,False,False,False,251,0.879902903601814,False,False,False,490,0.6832943988503242,False,False,False,410,0.7125658038347189,False,False,False,261,0.5961637497193862,False,False,False,255,0.6145195889712645,False,False,False
What time does the next train leave?,False,,304,0.22230417526314838,False,False,False,302,0.8789748320451112,False,False,False,307,0.8997020081833462,False,False,False,359,0.7535389427359076,False,False,False,326,0.7093491616324117,False,False,False,353,0.6114828142767607,False,False,False,326,0.5509089245717911,False,False,False
Explain how this works: i know someone who would like to quit smoking or vaping. Are there resources on offer at U of T to assistance them.,True,316,316,0.871544301492663,True,True,True,316,0.9868622311500764,True,True,True,316,0.9898922718779662,True,True,True,316,0.9698420333291145,True,True,True,316,0.9763385006936495,True,True,True,316,0.9250138182305018,True,True,True,316,0.7591282148028948,True,True,True
Please clarify the following point: am I qualified to work in Canada while learning.,True,452,452,0.5941832126456676,True,True,True,452,0.9439831137313555,True,True,True,452,0.9436046357414751,False,True,False,452,0.8417916220499213,False,True,False,334,0.696955000664106,False,False,False,311,0.7154222093694961,False,False,False,452,0.6348867269179737,False,True,False
"Which scholarly work happens within Innovation, Law and Technology?",True,219,219,0.5148728400808886,True,True,True,130,0.8873263295050746,False,False,False,130,0.9238209985530377,False,False,False,219,0.8295415291027988,False,True,False,219,0.8700836781230659,True,True,True,132,0.5218355481244551,False,False,False,371,0.5869228189829141,False,False,False
Confirm whether it okay if I miss an event during Jump Start.,True,325,325,0.9837951264290924,True,True,True,325,0.979199118957666,True,True,True,325,0.991883265086356,True,True,True,325,0.9451052175250624,True,True,True,325,0.9958566287721671,True,True,True,325,0.9371140449461891,True,True,True,325,0.8895575582006586,True,True,True
What lies behind the fact that didn't I get the alert right away - or at all?,True,299,299,0.8281766624549924,True,True,True,299,0.9615379499605774,True,True,True,299,0.9804448899626804,True,True,True,299,0.9292198023893949,True,True,True,299,0.9705335950079703,True,True,True,299,0.9480692213441476,True,True,True,299,0.8579100556496726,True,True,True
What should be understood about Flipkart Plus degree?,False,,420,0.33720000532849975,False,False,False,423,0.8477202825096182,False,False,False,494,0.8740617137721508,False,False,False,265,0.7744392901355823,False,False,False,425,0.7588194419364582,False,False,False,265,0.6520042513181534,False,False,False,265,0.7966886768869907,True,False,False
Would it be possible to work on- and/or off-campus?,True,457,457,0.7515227321969654,True,True,True,310,0.9221864390671329,False,False,False,457,0.94772763206607,False,True,False,457,0.9079384142309235,True,True,True,457,0.9239430410120066,True,True,True,457,0.8505073550839399,True,True,True,457,0.7248048116334816,False,True,False
Which study areas does Master of Forest Conservation pursue?,True,194,44,0.6016515952541011,True,False,False,44,0.9240084033864016,False,False,False,194,0.9363912480859194,False,True,False,44,0.8107585196357598,False,False,False,44,0.8768291561883478,True,False,False,360,0.6745470858881581,False,False,False,27,0.4733480545452352,False,False,False
I need guidance on this matter: i'm waiting for an revise on the current state of my Visa submission. Can I register for Jump Start.,True,321,321,0.7820219699039267,True,True,True,321,0.9820549056718585,True,True,True,321,0.975479781210578,True,True,True,321,0.9330914838113563,True,True,True,321,0.9246205797788112,True,True,True,321,0.9271738712426898,True,True,True,321,0.8620176651684353,True,True,True
What shape does SURE: Summer Undergraduate Scholarly work in Engineering take?,True,79,79,0.5669610004941424,True,True,True,133,0.8948800868882949,False,False,False,133,0.893406153980088,False,False,False,79,0.8061853092319466,False,True,False,79,0.8490609495036474,True,True,True,350,0.5463952589153295,False,False,False,381,0.5275462461654388,False,False,False
Which medicine should I take for a fever?,False,,363,0.31495182845126785,False,False,False,320,0.8732038791598221,False,False,False,320,0.874474219265054,False,False,False,475,0.710178928675824,False,False,False,400,0.7243775880360785,False,False,False,462,0.47397154634626465,False,False,False,274,0.5235990991419313,False,False,False
Is it permitted to reject the Flipkart Quick purchase at the time of shipment?,False,,36,0.4011265684568885,False,False,False,289,0.902064277751159,False,False,False,289,0.8796378647810333,False,False,False,337,0.7555422363711943,False,False,False,337,0.7483749503091501,False,False,False,234,0.5115438062473763,False,False,False,267,0.6532343721881282,False,False,False
Which professions follow on from Mineral Engineering Undergraduate Degree?,True,205,205,0.6427821102935657,True,True,True,198,0.9361985162398905,True,False,False,198,0.9624585660454276,True,False,False,205,0.8134296921642681,False,True,False,205,0.916913924297108,True,True,True,135,0.581802121041656,False,False,False,205,0.6680644262959381,False,True,False
What is the timing for when is a send back of an product not possible?,False,,446,0.33969184384641593,False,False,False,371,0.9205945969267691,False,False,False,259,0.911952335441383,False,False,False,326,0.8366495203622356,False,False,False,326,0.7603448666180039,False,False,False,301,0.658288536138867,False,False,False,419,0.5075631418009903,False,False,False
Am I allowed to complete both of my practicums at hospitals in Toronto?,True,492,492,0.9305259979574444,True,True,True,492,0.9645527526558656,True,True,True,492,0.9820605859861667,True,True,True,492,0.9563367062463703,True,True,True,492,0.9678398997679699,True,True,True,492,0.8636104601482715,True,True,True,492,0.8824995211790804,True,True,True
Which page should someone visit to get signs for smoke- and vape-free spaces?,True,315,315,0.6871330733040955,True,True,True,315,0.9211328437970017,False,True,False,315,0.9455480924191367,False,True,False,315,0.8897547533644954,True,True,True,315,0.9193662834785419,True,True,True,315,0.8562222645089289,True,True,True,315,0.6868333135100025,False,True,False
I need to establish what kind of computer or laptop should I order.,True,468,468,0.6953082171433992,True,True,True,468,0.9547226287929824,True,True,True,468,0.9564419172665434,True,True,True,468,0.8961853754804341,True,True,True,468,0.8639441696049037,True,True,True,468,0.7186852824726706,False,True,False,468,0.7394461897934832,False,True,False
Can you predict next week's lottery numbers?,False,,350,0.2530729921195529,False,False,False,280,0.8451653540913465,False,False,False,407,0.8768965780238264,False,False,False,470,0.6650511427831349,False,False,False,350,0.6506925551651132,False,False,False,285,0.6948559761510005,False,False,False,281,0.49390688893837115,False,False,False
Am I allowed to get a new Present Card for the remaining balance if my Present Card has expired?,False,,463,0.48187101528676235,True,False,False,369,0.9434613480436622,True,False,False,369,0.9366718717021963,False,False,False,337,0.7969346423860106,False,False,False,463,0.7303038222363649,False,False,False,273,0.5172997982465266,False,False,False,416,0.5900443791564467,False,False,False
Am I allowed to make use of my learn permit to put in an application for a SIN?,True,458,458,0.6680020482392977,True,True,True,450,0.9371351558189074,True,False,False,379,0.9355146578589447,False,False,False,458,0.9021615560663169,True,True,True,458,0.8811903680349085,True,True,True,362,0.7533430609521006,False,False,False,458,0.7267929359545218,False,True,False
I need guidance on this matter: i see that the guarantee terms for my item have changed on Flipkart from when I bought the item. Will this affect my guarantee.,False,,352,0.3626964607366939,False,False,False,442,0.933085111684812,True,False,False,379,0.9331734722798526,False,False,False,490,0.8588317718844635,False,False,False,343,0.8330743064854794,True,False,False,364,0.5977896052747491,False,False,False,381,0.49852193395951466,False,False,False
Tell me what accessories will be part of BGauss 2-wheelers. Do I have to settle the amount separately for accessories.,False,,241,0.3041614221006845,False,False,False,369,0.9291979278592523,False,False,False,494,0.9297884968249907,False,False,False,252,0.7999230833204337,False,False,False,343,0.8047514157377629,True,False,False,328,0.6620817067335679,False,False,False,389,0.5802362949970609,False,False,False
"Give an outline of PhD in Architecture, Landscape, and Design syllabus.",True,3,196,0.6530394136224653,True,False,False,53,0.9308335612018126,True,False,False,53,0.9541613110840679,True,False,False,3,0.879115507487728,True,True,True,196,0.8699531317694044,True,False,False,72,0.5096146584552572,False,False,False,3,0.6772335585538506,False,True,False
Am I expected to require a learn permit to learn in Canada as an overseas student?,True,449,449,0.4853939043468972,True,True,True,449,0.9439742317881101,True,True,True,449,0.9535462177050361,True,True,True,450,0.8302596374301819,False,False,False,449,0.761464602635351,False,True,False,481,0.8298250075290682,True,False,False,449,0.6254982043209445,False,True,False
Explain how this works: will you accept my submission and supporting documents prepared and submitted by an agent or consultant.,True,411,411,0.9321338307510498,True,True,True,411,0.9765284252250513,True,True,True,411,0.9846132824640509,True,True,True,411,0.9582812189940446,True,True,True,411,0.9762983394955941,True,True,True,411,0.9157944244486566,True,True,True,411,0.7263123092624614,False,True,False
What steps should someone follow to sign up for UTAlert?,True,285,285,0.7520881658953215,True,True,True,326,0.9010602244950542,False,False,False,326,0.9262890734503632,False,False,False,285,0.8022733111397118,False,True,False,285,0.899172998850635,True,True,True,285,0.7833012396548069,False,True,False,300,0.7349946746907258,False,False,False
I need guidance on this matter: i recently became a Canadian Permanent Resident. How can I revise my legal current state on my submission.,True,415,415,0.7990763909047927,True,True,True,415,0.9788098475769188,True,True,True,415,0.9740521705897315,True,True,True,415,0.928418099292657,True,True,True,415,0.9197775648301407,True,True,True,415,0.8316608468615804,True,True,True,415,0.6711254815890648,False,True,False
"Please clarify the following point: i am an Indigenous student, what do I require to know about registering for Jump Start.",True,320,320,0.7855263484500309,True,True,True,320,0.9902255901367706,True,True,True,320,0.9912538148415978,True,True,True,320,0.9531469415078425,True,True,True,320,0.9297822287339881,True,True,True,320,0.9721021766406597,True,True,True,320,0.8424293923545721,True,True,True
Explain how this works: my Present Card has expired. Can you extend its validity.,False,,459,0.3787223361432468,False,False,False,435,0.8811470450705058,False,False,False,369,0.9111253436173148,False,False,False,454,0.8063712672963211,False,False,False,454,0.7788118262295572,False,False,False,316,0.6213552600940989,False,False,False,381,0.5653376088106636,False,False,False
What lies behind the fact that didn't I get a notification through the app?,True,297,297,0.7942479864526766,True,True,True,297,0.9528986037225022,True,True,True,297,0.9751328047888862,True,True,True,297,0.9087472832739609,True,True,True,297,0.9618552356920881,True,True,True,297,0.9378926399765355,True,True,True,297,0.7413819509680004,False,True,False
How is One Year MMPA organised?,True,40,40,0.7017167538004327,True,True,True,376,0.7960996642788938,False,False,False,209,0.8713507217850244,False,False,False,40,0.6671980490459899,False,True,False,40,0.8537072276141282,True,True,True,200,0.48784868163064316,False,False,False,286,0.4576313210269255,False,False,False
"Please clarify the following point: my visa or eTA is about to expire or already expired, can I travel/send back to Canada with my valid learn permit.",True,455,455,0.7953247987528331,True,True,True,455,0.9850962981294078,True,True,True,455,0.9855212167492016,True,True,True,455,0.9565365478751534,True,True,True,455,0.9439769363458421,True,True,True,455,0.8771768882256817,True,True,True,455,0.6663548253674414,False,True,False
What steps should someone follow to settle the amount if the purchase amount is more than the value of my Present Card?,False,,414,0.43465612494820116,False,False,False,253,0.905223191792412,False,False,False,410,0.9156094118575282,False,False,False,252,0.8318835720615954,False,False,False,414,0.8072925816224988,True,False,False,17,0.5980471731056242,False,False,False,493,0.5685575608190325,False,False,False
What material does Master of Urban Design (post-professional) teach?,True,56,56,0.7912178677882903,True,True,True,54,0.930658946301297,True,False,False,54,0.9452946003101929,False,False,False,60,0.8451193751201103,False,False,False,60,0.9186327350855045,True,False,False,430,0.4819507769831854,False,False,False,54,0.5955687333282174,False,False,False
Clarify what identifier will alerts come from.,True,292,292,0.8343345166520957,True,True,True,292,0.9970304751984309,True,True,True,292,0.9950385357819627,True,True,True,292,0.8356052476344534,False,True,False,292,0.9182900318528708,True,True,True,292,0.8982253516215633,True,True,True,292,0.7067632555838999,False,True,False
"Please clarify the following point: i'm an overseas student, and this will be my first time learning in Canada. How can I prepare for arrival.",True,472,472,0.8103256483744136,True,True,True,472,0.9913542224388733,True,True,True,472,0.9897988132234387,True,True,True,472,0.9579608494781684,True,True,True,472,0.9167000135104255,True,True,True,472,0.8694801427104882,True,True,True,472,0.8088699582497428,True,True,True
I am looking for the right location to locate assistance with housing.,True,471,471,0.307171863574373,False,True,False,321,0.9045121483868541,False,False,False,246,0.9058759585215793,False,False,False,471,0.800421642986673,False,True,False,471,0.7426980461424461,False,True,False,471,0.6558566902877804,False,True,False,458,0.549666483060437,False,False,False
Please clarify the following point: in which all cities can I buy a Bounce 2-wheeler.,False,,379,0.25229364659698444,False,False,False,246,0.892025499320764,False,False,False,490,0.8990114568952959,False,False,False,337,0.7920949962686458,False,False,False,269,0.6724859865539079,False,False,False,57,0.5308992134360643,False,False,False,477,0.5041042447006028,False,False,False
How is Finance organised?,True,71,238,0.6072036235141893,True,False,False,417,0.8139981095826225,False,False,False,289,0.8499372741329195,False,False,False,238,0.5748695749899098,False,False,False,71,0.7779265029225078,False,True,False,283,0.6939064628378608,False,False,False,497,0.4050904769877618,False,False,False
Explain the Practicum Administration System (PAS).,True,479,479,0.9215258710558522,True,True,True,479,0.8544420692023206,False,True,False,479,0.938154470809673,False,True,False,479,0.9149312910996608,True,True,True,479,0.9713496804426764,True,True,True,479,0.7699549876758217,False,True,False,479,0.8190772808611841,True,True,True
Please explain do I do if my educational institution has closed.,True,424,424,0.8765364207566634,True,True,True,424,0.9473075874322051,True,True,True,424,0.9648284820786153,True,True,True,424,0.9477021257878655,True,True,True,424,0.9113144195632561,True,True,True,424,0.8924921807727141,True,True,True,424,0.6783822092841294,False,True,False
